opportunity_id,sale_id,account_id,opportunity_name,stage_name,amount,probability,close_date,created_date,lead_source,type,campaign_id
OPP00000027,,ACC002136,Opportunity 27,Verhandlung,14792.24,10.2,2024-03-24,2023-10-23,Messe,Bestandskunde - Zusatzprodukt,13751
OPP00000028,28,ACC009684,Opportunity 28,Closed Won,25025.44,100.0,2022-02-03,2021-12-17,Empfehlung,Bestandskunde - Zusatzprodukt,15696
OPP00000029,,ACC010252,Opportunity 29,Closed Lost,18543.54,0.0,2022-02-08,2021-11-23,Webseite,Bestandskunde - Zusatzprodukt,277
OPP00000030,,ACC016067,Opportunity 30,Interessent,23350.36,67.2,2022-06-09,2022-04-12,Social Media,Bestandskunde - Zusatzprodukt,14537
OPP00000031,,ACC009708,Opportunity 31,Angebot,4155.33,36.5,2023-10-03,2023-06-19,Webseite,Neukunde,5699
OPP00000032,32,ACC014400,Opportunity 32,Closed Won,9217.7,100.0,2023-05-20,2023-02-05,Telefonakquise,Bestandskunde - Upgrade,11771
OPP00000033,,ACC012863,Opportunity 33,Interessent,3553.83,40.4,2025-08-24,2025-03-18,Social Media,Bestandskunde - Zusatzprodukt,7706
OPP00000034,,ACC008454,Opportunity 34,Angebot,37289.12,48.2,2022-02-14,2022-01-02,Social Media,Bestandskunde - Zusatzprodukt,12008
OPP00000035,,ACC006884,Opportunity 35,Angebot,5091.39,22.6,2025-05-19,2024-12-25,Partner,Neukunde,13898
OPP00000036,36,ACC003183,Opportunity 36,Closed Won,15167.15,100.0,2025-03-24,2024-11-15,Social Media,Neukunde,15317
OPP00000037,,ACC004247,Opportunity 37,Qualifizierung,33273.16,39.8,2024-01-19,2023-08-22,Social Media,Bestandskunde - Upgrade,
OPP00000038,,ACC014062,Opportunity 38,Angebot,31005.6,47.2,2023-09-12,2023-07-07,Partner,Bestandskunde - Upgrade,9444
OPP00000039,39,ACC010205,Opportunity 39,Closed Won,32922.47,100.0,2025-01-02,2024-07-13,Empfehlung,Neukunde,3529
OPP00000040,40,ACC001161,Opportunity 40,Closed Won,35101.55,100.0,2025-06-12,2024-12-22,Partner,Neukunde,6490
OPP00000041,,ACC012293,Opportunity 41,Closed Lost,21541.3,0.0,2024-12-04,2024-09-09,Empfehlung,Bestandskunde - Zusatzprodukt,658
OPP00000042,42,ACC004159,Opportunity 42,Closed Won,10152.71,100.0,2025-02-25,2025-01-22,Webseite,Bestandskunde - Upgrade,
OPP00000043,,ACC002638,Opportunity 43,Angebot,45983.4,25.6,2024-05-11,2024-01-30,Webseite,Neukunde,
OPP00000044,44,ACC006376,Opportunity 44,Closed Won,42886.91,100.0,2021-06-23,2021-04-26,Social Media,Bestandskunde - Upgrade,1163
OPP00000045,,ACC004413,Opportunity 45,Qualifizierung,14988.84,74.6,2024-05-29,2023-12-12,Telefonakquise,Bestandskunde - Upgrade,
OPP00000046,46,ACC005568,Opportunity 46,Closed Won,38163.58,100.0,2022-10-27,2022-05-24,Webseite,Bestandskunde - Zusatzprodukt,1058
OPP00000047,,ACC014600,Opportunity 47,Qualifizierung,28297.71,15.5,2024-10-19,2024-05-01,Telefonakquise,Bestandskunde - Upgrade,13370
OPP00000048,,ACC015808,Opportunity 48,Closed Lost,41766.09,0.0,2025-02-23,2024-12-03,Webseite,Bestandskunde - Upgrade,
OPP00000049,,ACC011642,Opportunity 49,Closed Lost,21609.44,0.0,2022-04-18,2022-02-23,Empfehlung,Neukunde,2338
OPP00000050,,ACC004179,Opportunity 50,Interessent,14640.61,43.3,2024-04-21,2024-02-26,Partner,Neukunde,
OPP00000051,,ACC001068,Opportunity 51,Qualifizierung,1938.71,20.1,2025-05-28,2025-02-04,Messe,Bestandskunde - Zusatzprodukt,12666
OPP00000052,,ACC006777,Opportunity 52,Closed Lost,8791.78,0.0,2021-10-29,2021-09-27,Telefonakquise,Bestandskunde - Zusatzprodukt,11979
OPP00000053,,ACC018824,Opportunity 53,Qualifizierung,41465.63,79.4,2024-09-19,2024-06-07,Telefonakquise,Bestandskunde - Zusatzprodukt,670
OPP00000054,54,ACC008412,Opportunity 54,Closed Won,40992.09,100.0,2022-08-12,2022-06-07,Webseite,Bestandskunde - Zusatzprodukt,695
OPP00000055,55,ACC001821,Opportunity 55,Closed Won,22039.58,100.0,2023-11-15,2023-06-22,Social Media,Neukunde,6493
OPP00000056,,ACC018849,Opportunity 56,Angebot,3118.97,50.4,2022-10-03,2022-06-09,Social Media,Neukunde,8293
OPP00000057,,ACC018763,Opportunity 57,Qualifizierung,28737.32,75.3,2023-07-18,2023-03-25,Telefonakquise,Bestandskunde - Upgrade,2628
OPP00000058,58,ACC005700,Opportunity 58,Closed Won,8660.1,100.0,2022-10-26,2022-06-22,Empfehlung,Bestandskunde - Zusatzprodukt,
OPP00000059,,ACC008895,Opportunity 59,Closed Lost,39836.18,0.0,2025-08-08,2025-03-19,Empfehlung,Bestandskunde - Zusatzprodukt,
OPP00000060,,ACC001430,Opportunity 60,Interessent,13303.39,27.3,2023-05-07,2022-12-28,Empfehlung,Bestandskunde - Zusatzprodukt,
OPP00000061,,ACC004503,Opportunity 61,Qualifizierung,30892.9,68.4,2024-06-02,2023-12-25,Telefonakquise,Neukunde,12232
OPP00000062,62,ACC000301,Opportunity 62,Closed Won,5496.05,100.0,2024-10-06,2024-06-10,Empfehlung,Bestandskunde - Upgrade,
OPP00000063,,ACC019738,Opportunity 63,Qualifizierung,45041.03,19.3,2021-12-23,2021-08-21,Empfehlung,Neukunde,
OPP00000064,,ACC014456,Opportunity 64,Closed Lost,48163.6,0.0,2021-10-20,2021-07-18,Messe,Neukunde,1645
OPP00000065,,ACC000251,Opportunity 65,Angebot,8677.83,51.7,2024-02-28,2024-01-15,Telefonakquise,Bestandskunde - Upgrade,
OPP00000066,66,ACC014027,Opportunity 66,Closed Won,1200.65,100.0,2022-05-17,2021-12-21,Empfehlung,Neukunde,256
OPP00000067,,ACC014174,Opportunity 67,Verhandlung,38343.79,18.7,2022-07-09,2022-03-09,Partner,Bestandskunde - Zusatzprodukt,
OPP00000068,,ACC002174,Opportunity 68,Interessent,39013.48,49.9,2022-02-03,2021-12-14,Social Media,Bestandskunde - Zusatzprodukt,10897
OPP00000069,,ACC011510,Opportunity 69,Angebot,30375.23,65.0,2024-01-25,2023-10-03,Social Media,Neukunde,
OPP00000070,70,ACC004936,Opportunity 70,Closed Won,19619.83,100.0,2025-01-13,2024-09-10,Telefonakquise,Bestandskunde - Zusatzprodukt,6452
OPP00000071,,ACC004046,Opportunity 71,Verhandlung,9778.69,58.6,2022-10-15,2022-08-09,Empfehlung,Bestandskunde - Upgrade,
OPP00000072,,ACC008275,Opportunity 72,Verhandlung,41880.16,30.6,2022-01-09,2021-08-30,Webseite,Bestandskunde - Upgrade,11996
OPP00000073,,ACC006196,Opportunity 73,Verhandlung,21069.36,39.8,2024-04-27,2024-02-06,Partner,Neukunde,
OPP00000074,,ACC001162,Opportunity 74,Verhandlung,41628.97,76.4,2022-10-27,2022-05-01,Telefonakquise,Bestandskunde - Upgrade,
OPP00000075,,ACC014372,Opportunity 75,Qualifizierung,45693.35,75.4,2022-07-29,2022-05-30,Partner,Neukunde,10433
OPP00000076,76,ACC008415,Opportunity 76,Closed Won,35106.74,100.0,2021-10-09,2021-09-08,Telefonakquise,Bestandskunde - Upgrade,591
OPP00000077,,ACC008473,Opportunity 77,Angebot,1016.56,56.2,2024-10-11,2024-07-02,Empfehlung,Bestandskunde - Upgrade,12562
OPP00000078,,ACC008499,Opportunity 78,Verhandlung,29262.44,39.3,2023-04-14,2022-11-22,Partner,Bestandskunde - Zusatzprodukt,3873
OPP00000079,,ACC005323,Opportunity 79,Closed Lost,38843.55,0.0,2024-06-23,2024-04-24,Partner,Bestandskunde - Upgrade,9015
OPP00000080,,ACC002613,Opportunity 80,Closed Lost,38029.14,0.0,2023-05-25,2023-01-01,Telefonakquise,Bestandskunde - Zusatzprodukt,
OPP00000081,,ACC008550,Opportunity 81,Angebot,21216.8,30.0,2021-08-28,2021-06-04,Webseite,Neukunde,
OPP00000082,,ACC003008,Opportunity 82,Closed Lost,22877.61,0.0,2025-09-03,2025-06-12,Webseite,Bestandskunde - Zusatzprodukt,2555
OPP00000083,,ACC013592,Opportunity 83,Angebot,28034.35,25.3,2022-01-01,2021-11-04,Partner,Neukunde,6497
OPP00000084,,ACC008772,Opportunity 84,Closed Lost,25133.59,0.0,2022-08-13,2022-04-17,Empfehlung,Bestandskunde - Upgrade,6911
OPP00000085,85,ACC009064,Opportunity 85,Closed Won,12993.72,100.0,2022-09-01,2022-06-21,Social Media,Bestandskunde - Zusatzprodukt,13448
OPP00000086,,ACC004947,Opportunity 86,Closed Lost,23178.75,0.0,2023-08-31,2023-05-19,Empfehlung,Neukunde,7210
OPP00000087,,ACC008430,Opportunity 87,Interessent,36079.96,54.8,2023-01-02,2022-08-04,Telefonakquise,Neukunde,
OPP00000088,,ACC015349,Opportunity 88,Interessent,48194.31,17.7,2022-03-05,2021-10-30,Messe,Bestandskunde - Upgrade,7955
OPP00000089,,ACC015391,Opportunity 89,Verhandlung,7775.28,65.0,2021-11-02,2021-06-05,Social Media,Bestandskunde - Upgrade,431
OPP00000090,,ACC001700,Opportunity 90,Qualifizierung,12893.01,57.6,2022-11-09,2022-06-24,Partner,Bestandskunde - Zusatzprodukt,
OPP00000091,91,ACC014274,Opportunity 91,Closed Won,12477.07,100.0,2022-02-03,2021-09-10,Partner,Bestandskunde - Zusatzprodukt,12304
OPP00000092,,ACC015743,Opportunity 92,Angebot,10367.04,60.7,2022-03-12,2021-11-10,Webseite,Bestandskunde - Zusatzprodukt,10093
OPP00000093,93,ACC017374,Opportunity 93,Closed Won,12472.72,100.0,2025-04-17,2024-11-23,Partner,Neukunde,12678
OPP00000094,94,ACC013298,Opportunity 94,Closed Won,46312.7,100.0,2024-05-15,2023-12-03,Telefonakquise,Bestandskunde - Zusatzprodukt,
OPP00000095,95,ACC004573,Opportunity 95,Closed Won,43312.07,100.0,2021-05-26,2021-04-04,Telefonakquise,Bestandskunde - Upgrade,5774
OPP00000096,,ACC006421,Opportunity 96,Closed Lost,10481.6,0.0,2025-04-17,2025-02-09,Telefonakquise,Bestandskunde - Upgrade,14689
OPP00000097,97,ACC017650,Opportunity 97,Closed Won,23557.26,100.0,2023-05-10,2023-03-08,Webseite,Bestandskunde - Upgrade,9850
OPP00000098,,ACC017192,Opportunity 98,Verhandlung,40191.33,65.0,2021-07-15,2021-04-18,Empfehlung,Neukunde,8866
OPP00000099,,ACC013838,Opportunity 99,Interessent,10883.92,57.7,2021-10-11,2021-07-08,Messe,Neukunde,15245
OPP00000100,,ACC008676,Opportunity 100,Interessent,47562.85,15.7,2024-12-17,2024-08-22,Empfehlung,Bestandskunde - Zusatzprodukt,
OPP00000101,101,ACC016025,Opportunity 101,Closed Won,12469.31,100.0,2022-05-28,2022-04-27,Social Media,Bestandskunde - Zusatzprodukt,9646
OPP00000102,,ACC011732,Opportunity 102,Angebot,43790.85,77.1,2021-08-18,2021-02-21,Webseite,Bestandskunde - Upgrade,4210
OPP00000103,,ACC012223,Opportunity 103,Angebot,25679.86,68.8,2022-05-13,2022-02-12,Messe,Bestandskunde - Zusatzprodukt,11207
OPP00000104,,ACC005381,Opportunity 104,Interessent,42784.33,28.3,2023-04-22,2023-02-25,Messe,Bestandskunde - Zusatzprodukt,
OPP00000105,,ACC016154,Opportunity 105,Qualifizierung,46816.69,56.1,2023-03-27,2022-11-01,Partner,Bestandskunde - Upgrade,12415
OPP00000106,,ACC008995,Opportunity 106,Interessent,12211.67,35.2,2021-05-26,2021-02-12,Partner,Neukunde,4458
OPP00000107,,ACC014290,Opportunity 107,Qualifizierung,34827.31,13.3,2025-08-28,2025-03-23,Empfehlung,Neukunde,
OPP00000108,108,ACC012315,Opportunity 108,Closed Won,6109.25,100.0,2023-09-13,2023-07-09,Empfehlung,Bestandskunde - Zusatzprodukt,10905
OPP00000109,,ACC002220,Opportunity 109,Angebot,41260.57,62.3,2024-11-22,2024-10-17,Telefonakquise,Neukunde,10182
OPP00000110,110,ACC011900,Opportunity 110,Closed Won,11058.57,100.0,2022-09-18,2022-07-31,Social Media,Bestandskunde - Upgrade,3109
OPP00000111,,ACC004892,Opportunity 111,Closed Lost,33339.03,0.0,2024-05-24,2024-04-01,Messe,Bestandskunde - Upgrade,
OPP00000112,,ACC011539,Opportunity 112,Qualifizierung,20890.68,57.0,2025-05-29,2024-12-03,Empfehlung,Neukunde,14155
OPP00000113,113,ACC003644,Opportunity 113,Closed Won,31384.72,100.0,2022-03-27,2021-10-09,Partner,Bestandskunde - Upgrade,9291
OPP00000114,,ACC019627,Opportunity 114,Interessent,19667.57,66.8,2023-07-11,2023-01-14,Social Media,Bestandskunde - Upgrade,14060
OPP00000115,,ACC013505,Opportunity 115,Angebot,41512.65,67.9,2021-10-03,2021-08-05,Social Media,Neukunde,4576
OPP00000116,,ACC002326,Opportunity 116,Interessent,25390.64,44.8,2023-01-20,2022-07-28,Social Media,Bestandskunde - Upgrade,
OPP00000117,,ACC002648,Opportunity 117,Qualifizierung,3951.84,15.4,2024-05-16,2023-12-11,Empfehlung,Bestandskunde - Upgrade,586
OPP00000118,,ACC002740,Opportunity 118,Interessent,34969.22,78.0,2025-01-17,2024-11-22,Social Media,Neukunde,6738
OPP00000119,,ACC011105,Opportunity 119,Angebot,2705.92,27.1,2025-03-29,2024-12-15,Telefonakquise,Neukunde,
OPP00000120,,ACC008616,Opportunity 120,Angebot,28931.91,71.4,2024-12-23,2024-09-30,Partner,Bestandskunde - Zusatzprodukt,17
OPP00000121,,ACC018834,Opportunity 121,Closed Lost,4932.5,0.0,2022-01-15,2021-08-03,Social Media,Neukunde,7163
OPP00000122,,ACC010987,Opportunity 122,Angebot,41262.66,12.7,2022-07-25,2022-04-17,Empfehlung,Bestandskunde - Zusatzprodukt,
OPP00000123,,ACC000411,Opportunity 123,Qualifizierung,7713.59,21.5,2025-02-28,2025-01-18,Telefonakquise,Bestandskunde - Zusatzprodukt,3628
OPP00000124,,ACC017409,Opportunity 124,Angebot,48350.64,52.6,2024-08-30,2024-07-12,Messe,Bestandskunde - Upgrade,3308
OPP00000125,125,ACC013345,Opportunity 125,Closed Won,35070.07,100.0,2024-11-07,2024-08-03,Messe,Neukunde,14487
OPP00000126,,ACC009625,Opportunity 126,Angebot,23801.78,18.6,2024-04-14,2023-12-21,Webseite,Bestandskunde - Upgrade,
OPP00000127,127,ACC018490,Opportunity 127,Closed Won,41860.89,100.0,2021-10-20,2021-09-14,Telefonakquise,Bestandskunde - Zusatzprodukt,9712
OPP00000128,,ACC006935,Opportunity 128,Qualifizierung,49303.39,35.2,2021-09-06,2021-07-05,Empfehlung,Neukunde,8147
OPP00000129,129,ACC001450,Opportunity 129,Closed Won,4172.53,100.0,2025-04-08,2024-12-05,Partner,Bestandskunde - Zusatzprodukt,8685
OPP00000130,130,ACC002384,Opportunity 130,Closed Won,31446.76,100.0,2024-10-02,2024-05-30,Telefonakquise,Bestandskunde - Upgrade,
OPP00000131,131,ACC003154,Opportunity 131,Closed Won,1724.66,100.0,2022-01-16,2021-10-08,Social Media,Bestandskunde - Zusatzprodukt,
OPP00000132,,ACC018980,Opportunity 132,Angebot,24064.8,18.4,2025-07-29,2025-03-10,Messe,Bestandskunde - Upgrade,
OPP00000133,,ACC005819,Opportunity 133,Angebot,36879.69,69.1,2023-12-03,2023-09-25,Empfehlung,Bestandskunde - Zusatzprodukt,3883
OPP00000134,,ACC015953,Opportunity 134,Angebot,20156.55,21.4,2024-10-01,2024-08-01,Messe,Bestandskunde - Zusatzprodukt,
OPP00000135,135,ACC011360,Opportunity 135,Closed Won,39306.11,100.0,2023-12-23,2023-08-30,Messe,Neukunde,
OPP00000136,136,ACC005482,Opportunity 136,Closed Won,28685.99,100.0,2021-12-15,2021-06-18,Webseite,Bestandskunde - Zusatzprodukt,
OPP00000137,,ACC015515,Opportunity 137,Qualifizierung,4906.59,68.9,2023-05-01,2023-01-03,Partner,Neukunde,7930
OPP00000138,138,ACC009008,Opportunity 138,Closed Won,11932.78,100.0,2025-02-28,2024-10-26,Messe,Bestandskunde - Upgrade,
OPP00000139,,ACC014404,Opportunity 139,Angebot,40122.01,62.2,2025-09-28,2025-05-02,Partner,Neukunde,12326
OPP00000140,140,ACC016333,Opportunity 140,Closed Won,26956.96,100.0,2021-10-02,2021-06-21,Telefonakquise,Neukunde,10364
OPP00000141,,ACC014340,Opportunity 141,Closed Lost,7103.73,0.0,2024-01-26,2023-09-06,Webseite,Bestandskunde - Upgrade,1463
OPP00000142,,ACC003054,Opportunity 142,Verhandlung,31947.42,63.4,2022-08-14,2022-05-17,Social Media,Bestandskunde - Zusatzprodukt,
OPP00000143,,ACC006388,Opportunity 143,Angebot,836.1,15.6,2024-04-16,2024-01-19,Social Media,Bestandskunde - Zusatzprodukt,2615
OPP00000144,144,ACC003615,Opportunity 144,Closed Won,22063.27,100.0,2023-05-12,2023-03-19,Social Media,Bestandskunde - Upgrade,6104
OPP00000145,145,ACC013531,Opportunity 145,Closed Won,11324.01,100.0,2022-11-29,2022-10-02,Partner,Neukunde,2373
OPP00000146,,ACC000247,Opportunity 146,Verhandlung,41356.79,20.8,2021-05-22,2021-01-08,Social Media,Neukunde,1335
OPP00000147,147,ACC008856,Opportunity 147,Closed Won,20947.23,100.0,2023-11-25,2023-07-31,Empfehlung,Neukunde,
OPP00000148,,ACC005281,Opportunity 148,Verhandlung,34078.88,16.6,2024-10-08,2024-09-01,Partner,Bestandskunde - Upgrade,
OPP00000149,,ACC002872,Opportunity 149,Interessent,17667.62,72.8,2022-12-26,2022-07-31,Messe,Bestandskunde - Upgrade,11119
OPP00000150,,ACC013264,Opportunity 150,Qualifizierung,5021.41,70.5,2024-12-30,2024-09-10,Messe,Bestandskunde - Zusatzprodukt,9175
OPP00000151,,ACC010881,Opportunity 151,Closed Lost,11041.22,0.0,2022-11-17,2022-07-31,Social Media,Bestandskunde - Zusatzprodukt,2858
OPP00000152,,ACC010150,Opportunity 152,Qualifizierung,48246.43,25.5,2024-03-04,2023-11-13,Partner,Bestandskunde - Zusatzprodukt,12808
OPP00000153,,ACC010874,Opportunity 153,Qualifizierung,13015.65,72.4,2025-04-08,2024-12-30,Telefonakquise,Bestandskunde - Zusatzprodukt,
OPP00000154,,ACC003293,Opportunity 154,Closed Lost,36302.27,0.0,2022-01-31,2021-10-22,Partner,Bestandskunde - Zusatzprodukt,14880
OPP00000155,155,ACC018612,Opportunity 155,Closed Won,5190.35,100.0,2024-09-21,2024-05-25,Telefonakquise,Bestandskunde - Zusatzprodukt,13449
OPP00000156,,ACC019520,Opportunity 156,Angebot,28893.26,43.9,2023-07-23,2023-01-30,Telefonakquise,Bestandskunde - Upgrade,6382
OPP00000157,157,ACC012838,Opportunity 157,Closed Won,8631.32,100.0,2024-08-11,2024-07-10,Empfehlung,Neukunde,
OPP00000158,158,ACC001348,Opportunity 158,Closed Won,35036.63,100.0,2024-08-26,2024-04-25,Messe,Bestandskunde - Upgrade,1327
OPP00000159,,ACC011563,Opportunity 159,Closed Lost,6690.3,0.0,2024-12-05,2024-10-09,Telefonakquise,Neukunde,
OPP00000160,,ACC014661,Opportunity 160,Angebot,49915.85,15.5,2022-09-04,2022-05-22,Partner,Neukunde,
OPP00000161,161,ACC000263,Opportunity 161,Closed Won,23246.89,100.0,2025-02-02,2024-09-18,Messe,Bestandskunde - Zusatzprodukt,15871
OPP00000162,,ACC013985,Opportunity 162,Qualifizierung,49617.15,38.7,2021-08-22,2021-07-21,Social Media,Bestandskunde - Upgrade,789
OPP00000163,,ACC013165,Opportunity 163,Angebot,46196.97,31.2,2022-01-04,2021-11-09,Telefonakquise,Neukunde,
OPP00000164,,ACC001612,Opportunity 164,Angebot,49267.18,59.2,2021-09-13,2021-06-30,Partner,Bestandskunde - Upgrade,2214
OPP00000165,,ACC016177,Opportunity 165,Qualifizierung,12047.79,70.2,2021-04-19,2021-03-20,Partner,Bestandskunde - Zusatzprodukt,
OPP00000166,166,ACC013928,Opportunity 166,Closed Won,3374.39,100.0,2024-05-14,2024-01-18,Empfehlung,Neukunde,
OPP00000167,167,ACC013574,Opportunity 167,Closed Won,36898.21,100.0,2021-03-21,2021-01-11,Messe,Bestandskunde - Zusatzprodukt,6905
OPP00000168,,ACC006462,Opportunity 168,Verhandlung,20696.38,54.2,2024-12-20,2024-09-17,Social Media,Bestandskunde - Zusatzprodukt,
OPP00000169,,ACC000583,Opportunity 169,Verhandlung,37176.41,61.8,2023-03-06,2022-10-15,Social Media,Bestandskunde - Upgrade,13861
OPP00000170,170,ACC009986,Opportunity 170,Closed Won,14412.67,100.0,2024-09-08,2024-03-30,Telefonakquise,Bestandskunde - Zusatzprodukt,
OPP00000171,,ACC004743,Opportunity 171,Verhandlung,24834.14,69.7,2021-07-31,2021-03-06,Social Media,Bestandskunde - Zusatzprodukt,8360
OPP00000172,,ACC015502,Opportunity 172,Qualifizierung,12423.36,61.8,2024-12-07,2024-07-20,Webseite,Bestandskunde - Upgrade,
OPP00000173,,ACC011968,Opportunity 173,Qualifizierung,38236.5,74.7,2023-01-22,2022-08-18,Empfehlung,Neukunde,15222
OPP00000174,,ACC014856,Opportunity 174,Interessent,5900.43,32.3,2022-05-13,2022-04-13,Webseite,Bestandskunde - Zusatzprodukt,5407
OPP00000175,,ACC003038,Opportunity 175,Verhandlung,18541.63,44.0,2022-04-29,2022-01-02,Telefonakquise,Bestandskunde - Zusatzprodukt,691
OPP00000176,,ACC006660,Opportunity 176,Verhandlung,23501.34,13.7,2022-10-20,2022-08-01,Telefonakquise,Neukunde,13635
OPP00000177,,ACC015060,Opportunity 177,Qualifizierung,41833.0,76.3,2023-05-31,2022-12-17,Messe,Bestandskunde - Zusatzprodukt,15622
OPP00000178,,ACC000157,Opportunity 178,Angebot,15957.99,65.4,2021-08-26,2021-04-17,Telefonakquise,Bestandskunde - Zusatzprodukt,
OPP00000179,,ACC001874,Opportunity 179,Qualifizierung,15255.42,44.6,2021-06-25,2021-01-08,Telefonakquise,Bestandskunde - Upgrade,4737
OPP00000180,,ACC015677,Opportunity 180,Qualifizierung,25016.48,58.1,2022-07-25,2022-05-14,Telefonakquise,Bestandskunde - Upgrade,
OPP00000181,,ACC002608,Opportunity 181,Closed Lost,16220.3,0.0,2024-06-09,2024-03-26,Messe,Bestandskunde - Zusatzprodukt,10900
OPP00000182,182,ACC011005,Opportunity 182,Closed Won,43478.94,100.0,2023-09-10,2023-07-10,Telefonakquise,Bestandskunde - Upgrade,1125
OPP00000183,,ACC014591,Opportunity 183,Angebot,24525.13,40.8,2023-09-19,2023-06-30,Telefonakquise,Neukunde,3008
OPP00000184,,ACC017588,Opportunity 184,Angebot,30788.23,62.6,2021-09-28,2021-04-18,Webseite,Bestandskunde - Upgrade,
OPP00000185,,ACC007065,Opportunity 185,Angebot,17380.96,43.6,2023-10-01,2023-06-18,Telefonakquise,Bestandskunde - Zusatzprodukt,6089
OPP00000186,,ACC019696,Opportunity 186,Verhandlung,4996.68,44.8,2025-07-23,2025-05-27,Messe,Bestandskunde - Zusatzprodukt,5910
OPP00000187,,ACC019309,Opportunity 187,Verhandlung,12766.5,33.6,2025-07-03,2025-01-26,Partner,Neukunde,4926
OPP00000188,,ACC012770,Opportunity 188,Qualifizierung,4005.43,77.0,2025-04-10,2024-11-27,Empfehlung,Bestandskunde - Upgrade,12158
OPP00000189,,ACC012798,Opportunity 189,Qualifizierung,8147.42,77.3,2024-07-27,2024-05-05,Telefonakquise,Neukunde,1438
OPP00000190,,ACC013439,Opportunity 190,Verhandlung,49346.39,48.1,2024-08-13,2024-04-14,Telefonakquise,Neukunde,
OPP00000191,191,ACC014121,Opportunity 191,Closed Won,44430.01,100.0,2022-10-27,2022-05-07,Messe,Bestandskunde - Zusatzprodukt,8569
