hr_fact_id,date,employee_key,department_key,job_key,location_key,salary,attrition_flag
231,2022-01-29,43,15,810,911,87167,0
232,2022-08-22,43,40,800,903,87167,0
233,2023-03-30,43,18,807,908,87167,0
234,2024-01-11,43,10,803,908,87167,0
235,2024-08-11,43,18,811,907,94595,0
236,2025-06-30,43,21,815,907,94595,0
237,2020-08-29,44,23,806,902,62103,0
238,2021-05-14,44,39,815,906,62103,0
239,2022-01-06,44,24,803,903,64304,0
240,2022-12-29,44,11,803,907,64304,0
241,2023-07-08,44,16,815,909,64304,0
242,2024-03-16,44,36,809,905,64304,0
243,2025-03-04,44,29,809,902,64304,0
244,2018-10-02,46,15,810,903,65354,0
245,2019-04-19,46,23,815,902,65354,0
246,2020-02-11,46,25,808,909,65354,0
247,2020-08-28,46,29,807,909,65354,0
248,2021-03-07,46,12,803,910,68907,0
249,2022-02-08,46,27,809,907,68907,0
250,2022-11-21,46,11,809,910,68907,0
251,2023-06-13,46,23,800,900,68907,0
252,2024-01-21,46,13,804,900,68907,0
253,2024-12-30,46,32,804,900,68907,0
254,2023-04-03,47,27,809,909,47271,0
255,2024-01-08,47,13,803,901,47271,0
256,2024-10-07,47,11,806,904,47271,0
257,2025-04-08,47,15,815,900,47271,0
258,2024-08-03,48,15,810,905,65999,0
259,2024-03-18,49,37,809,905,71213,0
260,2024-10-29,49,17,810,910,71213,0
261,2023-04-26,50,34,811,905,60151,0
262,2023-10-28,50,38,804,903,60151,0
263,2024-09-24,50,24,814,902,60151,0
264,2025-05-19,50,29,803,911,60151,0
265,2024-02-22,52,30,815,907,74389,0
266,2025-02-02,52,34,810,904,74389,0
267,2020-03-07,53,20,805,906,38884,0
268,2020-11-28,53,22,810,911,38884,0
269,2021-09-24,53,28,800,910,38884,0
270,2022-05-26,53,14,811,908,38884,0
271,2023-05-10,53,25,802,908,38884,0
272,2023-11-17,53,40,808,908,38884,0
273,2024-11-03,53,10,803,901,41739,0
274,2025-06-16,53,40,807,905,41739,0
275,2024-02-05,54,38,815,903,51704,0
276,2024-10-14,54,16,803,910,51704,0
277,2025-04-15,54,15,813,908,51704,0
278,2024-12-07,55,28,808,909,78725,0
279,2023-07-05,56,28,800,903,61480,0
280,2024-02-11,56,15,804,904,61480,0
281,2024-12-14,56,18,803,900,65016,0
282,2016-06-01,57,14,807,907,80726,0
283,2017-03-21,57,14,808,908,80726,0
284,2017-09-20,57,36,808,911,80726,0
285,2018-08-06,57,31,809,906,80726,0
286,2019-04-18,57,35,803,900,80726,0
287,2020-03-31,57,15,812,911,80726,0
288,2020-10-03,57,23,810,900,80726,0
289,2021-06-19,57,28,806,909,80726,0
290,2022-03-11,57,32,812,900,87724,0
291,2023-01-07,57,25,809,908,92391,0
292,2023-08-18,57,32,808,902,92391,0
293,2024-04-15,57,16,815,903,92391,0
294,2024-12-21,57,26,814,903,95746,0
295,2017-06-18,58,10,815,907,49608,0
296,2018-03-18,58,30,805,907,49608,0
297,2019-03-13,58,20,814,901,49608,0
298,2020-01-27,58,38,812,901,51756,0
299,2021-01-18,58,22,803,910,51756,0
300,2021-08-19,58,12,805,901,51756,0
301,2022-03-17,58,14,802,901,51756,0
302,2022-12-11,58,24,813,904,51756,0
303,2023-09-16,58,16,809,910,51756,0
304,2024-05-11,58,26,809,902,51756,0
305,2024-11-11,58,36,813,910,51756,0
306,2021-06-21,59,16,811,910,48764,0
307,2022-02-10,59,29,812,904,48764,0
308,2022-10-07,59,30,809,908,48764,0
309,2023-06-05,59,24,806,907,48764,0
310,2024-02-25,59,29,814,909,48764,0
311,2024-08-24,59,24,812,906,48764,0
312,2018-10-08,60,15,800,906,48420,0
313,2019-07-10,60,12,811,909,48420,0
314,2020-02-02,60,29,814,911,48420,0
315,2020-11-12,60,16,811,904,48420,0
316,2021-07-28,60,15,802,901,48420,0
317,2022-04-17,60,17,804,907,48420,0
318,2022-12-02,60,34,803,901,48420,0
319,2023-10-01,60,17,800,909,48420,0
320,2024-08-23,60,28,801,902,48420,0
321,2025-03-31,60,30,806,911,48420,0
322,2017-11-02,61,40,808,910,37939,0
323,2018-09-15,61,23,814,908,40235,0
324,2019-03-16,61,29,806,903,40235,0
325,2019-10-03,61,13,800,905,40235,0
326,2020-07-11,61,22,811,902,43171,0
327,2021-05-21,61,20,807,902,43171,0
328,2021-12-10,61,10,813,904,43171,0
329,2022-06-24,61,26,811,900,43171,0
330,2023-03-07,61,31,808,908,43171,0
331,2023-12-06,61,36,812,901,45812,0
332,2024-11-06,61,28,804,911,45812,0
333,2025-06-28,61,40,814,911,45812,0
334,2022-10-15,62,40,800,904,76652,0
335,2023-07-30,62,38,815,911,76652,0
336,2024-04-08,62,21,811,901,76652,0
337,2025-01-27,62,11,813,911,76652,0
338,2018-09-20,63,26,810,902,84933,0
339,2019-05-15,63,39,813,910,84933,0
340,2020-01-21,63,30,800,908,88948,0
341,2020-07-23,63,30,808,910,88948,0
342,2021-02-25,63,25,807,911,88948,0
343,2021-09-22,63,13,803,908,88948,0
344,2022-05-15,63,26,814,902,88948,0
345,2023-04-29,63,34,803,906,88948,0
346,2024-03-29,63,38,807,909,88948,0
347,2024-12-18,63,39,808,910,96508,0
348,2019-10-16,64,18,810,903,82349,0
349,2020-08-01,64,12,810,908,82349,0
350,2021-05-17,64,39,803,903,82349,0
351,2021-12-20,64,34,809,907,82349,0
352,2022-07-05,64,18,811,902,82349,0
353,2023-01-06,64,26,804,911,82349,0
354,2023-08-27,64,22,815,907,82349,0
355,2024-08-15,64,15,805,905,82349,0
356,2020-05-31,65,30,809,907,67887,0
357,2021-01-24,65,29,809,900,67887,0
358,2021-12-17,65,20,801,902,67887,0
359,2022-09-25,65,27,800,906,67887,0
360,2023-07-30,65,11,810,905,67887,0
361,2024-05-13,65,28,814,904,67887,0
362,2024-12-01,65,10,801,903,67887,0
363,2025-06-30,65,21,812,902,67887,0
364,2017-02-24,66,39,808,900,53787,0
365,2017-11-03,66,26,813,904,53787,0
366,2018-06-27,66,31,814,904,53787,0
367,2019-06-07,66,36,802,900,53787,0
368,2020-01-31,66,13,810,911,53787,0
369,2020-12-31,66,14,808,903,53787,0
370,2021-10-31,66,19,807,906,53787,0
371,2022-06-28,66,13,810,909,53787,0
372,2023-03-16,66,39,805,900,53787,0
373,2024-02-24,66,26,802,900,53787,0
374,2024-11-02,66,20,803,906,53787,0
375,2025-03-28,67,37,805,909,75778,0
376,2021-08-30,68,31,811,903,72469,0
377,2022-04-12,68,26,810,907,72469,0
378,2022-10-25,68,30,810,910,79539,0
379,2023-08-17,68,31,808,904,79539,0
380,2024-04-12,68,11,812,903,79539,0
381,2024-11-18,68,33,814,905,79539,0
382,2019-01-18,69,26,806,904,54417,0
383,2019-12-21,69,16,815,906,54417,0
384,2020-08-17,69,23,803,900,54417,0
385,2021-06-30,69,34,804,906,54417,0
386,2022-03-31,69,10,802,908,54417,0
387,2023-01-07,69,15,809,903,54417,0
388,2023-10-19,69,18,809,900,57253,0
389,2024-05-29,69,13,807,906,57253,0
390,2024-11-28,69,26,807,905,62132,0
391,2017-08-25,71,24,800,902,78701,0
392,2018-04-01,71,22,807,903,78701,0
393,2019-03-22,71,11,815,906,81426,0
394,2020-02-22,71,40,812,905,81426,0
395,2020-11-13,71,31,809,905,81426,0
396,2021-08-14,71,15,808,910,81426,0
397,2022-05-01,71,23,812,904,81426,0
398,2023-02-11,71,30,802,911,81426,0
399,2023-12-26,71,15,804,906,81426,0
400,2024-06-23,71,25,814,909,81426,0
401,2025-01-21,71,37,802,906,81426,0
402,2023-02-16,73,28,801,908,36531,0
403,2023-09-27,73,30,802,905,36531,0
404,2024-08-02,73,18,801,910,36531,0
405,2025-02-22,73,14,815,906,36531,0
406,2021-05-26,74,39,805,904,62625,0
407,2022-02-16,74,25,814,908,62625,0
408,2022-11-21,74,33,812,905,62625,0
409,2023-11-01,74,11,813,906,62625,0
410,2024-08-22,74,20,801,908,62625,0
411,2019-10-02,75,27,805,902,65509,0
412,2020-08-09,75,33,800,911,65509,0
413,2021-07-13,75,40,815,900,65509,0
414,2022-06-03,75,30,808,902,65509,0
415,2023-02-22,75,34,809,909,65509,0
416,2023-09-11,75,36,802,909,65509,0
417,2024-07-02,75,30,810,909,69508,0
418,2025-01-27,75,25,812,910,69508,0
419,2018-06-27,76,13,811,901,43069,0
420,2019-04-16,76,24,804,911,43069,0
421,2019-10-21,76,32,808,906,43069,0
422,2020-10-01,76,35,805,908,43069,0
423,2021-04-30,76,24,813,908,43069,0
424,2022-01-21,76,34,805,911,43069,0
425,2022-11-19,76,33,813,911,43069,0
426,2023-08-22,76,25,800,909,43069,0
427,2024-07-12,76,11,802,908,43069,0
428,2025-03-05,76,25,809,900,43069,0
429,2019-02-10,78,26,815,910,43966,0
430,2019-08-31,78,40,813,908,43966,0
431,2020-04-22,78,20,812,900,43966,0
432,2020-10-31,78,12,808,905,45976,0
433,2021-09-01,78,29,810,905,45976,0
434,2022-04-07,78,14,806,908,45976,0
435,2023-01-31,78,24,812,910,45976,0
436,2023-08-03,78,28,814,900,45976,0
437,2024-06-08,78,20,804,907,45976,0
438,2024-12-11,78,12,811,902,45976,0
439,2016-07-13,79,37,810,911,71289,0
440,2017-02-15,79,21,810,910,71289,0
441,2018-01-03,79,12,808,906,77110,0
442,2018-10-16,79,34,815,905,77110,0
443,2019-05-05,79,34,803,905,84263,0
444,2019-11-29,79,24,805,911,84263,0
445,2020-11-21,79,30,805,910,84263,0
446,2021-09-13,79,21,803,911,84263,0
447,2022-06-19,79,24,815,901,84263,0
448,2023-04-30,79,31,804,902,84263,0
449,2023-11-20,79,18,804,906,84263,0
450,2024-05-23,79,32,810,911,84263,0
451,2025-02-22,79,10,813,911,84263,0
452,2018-10-24,80,29,814,906,61413,0
453,2019-07-02,80,33,810,905,61413,0
454,2020-03-21,80,39,813,906,61413,0
455,2021-02-13,80,27,811,910,61413,0
456,2021-09-25,80,37,802,909,61413,0
457,2022-07-26,80,24,802,910,61413,0
458,2023-03-26,80,24,813,906,61413,0
459,2023-10-13,80,31,800,910,61413,0
460,2024-08-21,80,37,806,905,61413,0
461,2025-04-08,80,21,815,902,61413,0
462,2019-05-08,81,28,815,911,70143,0
463,2019-11-30,81,16,802,907,76632,0
464,2020-10-19,81,37,804,900,76632,0
465,2021-08-03,81,29,806,910,76632,0
466,2022-07-09,81,26,802,903,76632,0
467,2023-01-10,81,22,807,902,76632,0
468,2023-12-28,81,21,804,902,76632,0
469,2024-10-29,81,28,807,907,81646,0
470,2025-05-01,81,19,809,906,88328,0
471,2018-02-19,82,18,813,908,62956,0
472,2018-09-25,82,20,815,911,62956,0
473,2019-07-15,82,22,815,907,62956,0
474,2020-03-28,82,24,809,910,62956,0
475,2021-01-17,82,23,805,904,62956,0
476,2021-07-22,82,17,802,902,62956,0
477,2022-05-05,82,23,800,905,62956,0
478,2023-01-18,82,23,811,906,62956,0
479,2023-09-29,82,20,808,904,62956,0
480,2024-04-04,82,12,812,909,62956,0
481,2024-12-28,82,25,809,906,62956,0
482,2024-12-25,84,36,812,901,53671,0
483,2022-12-23,85,34,810,908,66225,0
484,2023-09-16,85,16,804,901,66225,0
485,2024-06-18,85,33,814,904,68973,0
486,2025-02-18,85,33,808,906,68973,0
487,2019-12-24,86,40,811,910,60888,0
488,2020-11-05,86,30,806,903,60888,0
489,2021-10-23,86,18,809,900,60888,0
490,2022-07-18,86,35,811,905,60888,0
491,2023-02-17,86,38,802,911,60888,0
492,2023-09-19,86,21,812,910,60888,0
493,2024-06-26,86,26,811,903,60888,0
494,2025-06-08,86,35,809,906,60888,0
495,2024-04-06,87,27,800,902,66632,0
496,2025-03-11,87,17,801,904,66632,0
497,2017-02-26,88,30,808,911,43570,0
498,2018-01-31,88,38,811,900,43570,0
499,2018-09-07,88,27,800,911,43570,0
500,2019-05-19,88,37,815,905,43570,0
501,2020-02-09,88,27,804,911,43570,0
502,2020-10-05,88,34,807,910,43570,0
503,2021-07-31,88,34,810,909,43570,0
504,2022-03-09,88,38,806,904,43570,0
505,2022-11-17,88,15,805,907,43570,0
506,2023-09-11,88,10,807,910,43570,0
507,2024-08-14,88,14,810,904,43570,0
508,2025-06-15,88,25,805,903,43570,0
509,2025-02-23,89,26,815,903,81801,0
510,2021-01-16,90,36,814,911,82910,0
511,2021-12-14,90,11,811,902,82910,0
512,2022-10-06,90,17,811,902,82910,0
513,2023-04-23,90,32,810,909,82910,0
514,2024-03-04,90,13,811,911,82910,0
515,2024-12-19,90,13,813,906,82910,0
516,2023-05-27,91,22,815,909,53030,0
517,2024-05-18,91,38,813,905,54867,0
518,2025-03-31,91,12,813,905,54867,0
519,2016-08-02,92,40,811,904,66353,0
520,2017-07-05,92,33,808,906,66353,0
521,2018-03-08,92,34,811,904,66353,0
522,2018-12-08,92,38,800,902,66353,0
523,2019-06-23,92,25,814,905,66353,0
524,2020-01-08,92,37,815,902,66353,0
525,2020-07-07,92,23,815,900,71311,0
526,2021-01-12,92,19,805,900,71311,0
527,2021-11-29,92,14,813,911,71311,0
528,2022-11-12,92,38,809,902,71311,0
529,2023-08-26,92,18,800,910,71311,0
530,2024-03-11,92,21,813,904,71311,0
531,2024-12-27,92,28,804,906,71311,0
532,2022-07-12,93,25,813,901,44976,0
533,2023-03-02,93,34,803,907,44976,0
534,2023-12-23,93,21,809,907,44976,0
535,2024-08-04,93,30,813,900,44976,0
536,2025-05-25,93,18,806,907,44976,0
537,2020-03-17,94,21,800,909,52724,0
538,2020-12-13,94,37,812,905,52724,0
539,2021-07-23,94,25,814,911,54794,0
540,2022-03-20,94,40,813,910,54794,0
541,2022-11-17,94,22,806,905,54794,0
542,2023-07-08,94,31,814,907,54794,0
543,2024-05-19,94,33,804,902,54794,0
544,2025-01-10,94,14,801,909,54794,0
545,2024-12-17,95,35,803,901,69587,0
546,2025-06-19,95,30,804,904,69587,0
547,2024-12-31,96,37,813,904,59764,0
548,2021-05-23,97,23,802,901,66398,0
549,2022-04-11,97,26,806,904,66398,0
550,2023-03-04,97,25,807,907,66398,0
551,2023-12-25,97,26,815,910,66398,0
552,2024-11-28,97,24,803,910,66398,0
553,2021-12-26,98,15,804,910,80615,0
554,2022-09-07,98,16,800,907,80615,0
555,2023-07-10,98,39,805,904,80615,0
556,2024-05-26,98,27,814,907,80615,0
557,2024-12-01,98,40,800,906,80615,0
558,2018-08-07,99,40,814,910,58260,0
559,2019-07-28,99,31,804,909,58260,0
560,2020-03-22,99,14,811,907,58260,0
561,2021-02-13,99,33,813,906,58260,0
562,2022-01-23,99,21,815,908,58260,0
563,2022-08-16,99,33,811,900,58260,0
564,2023-07-13,99,24,803,900,58260,0
565,2024-04-17,99,21,806,907,58260,0
566,2024-12-27,99,25,804,908,58260,0
567,2017-06-30,100,13,800,901,56912,0
568,2018-04-13,100,20,810,909,56912,0
569,2019-03-23,100,15,810,909,56912,0
570,2019-09-19,100,32,808,902,56912,0
571,2020-05-22,100,25,811,908,56912,0
572,2021-03-12,100,22,800,900,56912,0
573,2021-10-30,100,28,809,905,62046,0
574,2022-06-26,100,21,804,902,62046,0
575,2023-03-12,100,13,800,910,62046,0
576,2023-09-19,100,29,815,900,62046,0
577,2024-08-15,100,15,801,902,62046,0
578,2025-02-23,100,13,808,905,62046,0
579,2021-05-19,101,28,805,910,62391,0
580,2022-01-04,101,38,802,909,62391,0
581,2022-09-18,101,19,805,902,62391,0
582,2023-06-08,101,33,805,905,62391,0
583,2024-01-05,101,15,802,911,62391,0
584,2024-12-12,101,12,801,906,62391,0
585,2023-03-24,102,29,810,911,67224,0
586,2023-10-20,102,11,804,903,67224,0
587,2024-10-08,102,39,809,903,67224,0
588,2025-06-14,102,30,809,905,67224,0
589,2019-07-25,103,33,802,902,47373,0
590,2020-06-23,103,11,806,909,47373,0
591,2021-05-04,103,37,809,907,47373,0
592,2021-12-10,103,34,807,908,47373,0
593,2022-09-26,103,20,813,904,47373,0
594,2023-03-31,103,16,813,909,47373,0
595,2023-10-30,103,39,805,903,47373,0
596,2024-10-23,103,17,802,905,51788,0
597,2025-05-20,103,29,802,909,51788,0
598,2018-11-14,104,14,806,902,77381,0
599,2019-10-24,104,10,813,905,77381,0
600,2020-10-08,104,18,803,911,77381,0
601,2021-09-30,104,11,811,908,77381,0
602,2022-06-09,104,19,815,901,77381,0
603,2023-02-03,104,39,811,906,77381,0
604,2023-09-13,104,14,812,900,77381,0
605,2024-05-07,104,13,805,903,77381,0
606,2025-02-28,104,35,801,905,77381,0
607,2024-05-08,105,34,815,906,60761,0
608,2025-01-12,105,14,803,905,60761,0
609,2023-03-17,106,18,810,905,83650,0
610,2023-10-16,106,23,811,909,83650,0
611,2024-07-18,106,39,800,904,83650,0
612,2025-01-23,106,23,813,911,83650,0
613,2022-01-16,107,17,813,910,64009,0
614,2022-11-14,107,32,811,911,64009,0
615,2023-06-27,107,27,808,901,64009,0
616,2024-03-05,107,25,812,908,64009,0
617,2025-02-27,107,23,804,909,64009,0
618,2021-08-26,108,27,802,906,62392,0
619,2022-04-15,108,23,800,901,62392,0
620,2023-01-25,108,17,807,911,62392,0
621,2023-08-01,108,27,806,910,62392,0
622,2024-02-11,108,15,803,904,62392,0
623,2024-12-04,108,26,812,900,62392,0
624,2021-09-17,109,13,803,910,64776,0
625,2022-08-20,109,16,806,911,64776,0
626,2023-08-15,109,12,809,907,64776,0
627,2024-02-15,109,11,807,901,64776,0
628,2024-11-23,109,29,801,903,64776,0
629,2018-11-27,110,38,804,907,35643,0
630,2019-07-17,110,33,811,901,35643,0
631,2020-03-18,110,17,808,906,37119,0
632,2020-12-30,110,32,808,910,37119,0
633,2021-08-31,110,27,800,907,37119,0
