campaign_fact_id,date,campaign_key,product_key,channel_key,region_key,spend,leads_generated,impressions
68,2022-09-01,17,3,601,402,260.82,31,5053
69,2023-05-22,97,5,602,401,483.29,50,9430
70,2025-04-27,7,12,601,401,426.64,17,553
71,2023-11-28,75,10,603,402,262.02,13,13129
72,2024-11-15,3,9,603,403,275.26,33,8038
73,2023-11-17,2,9,605,403,371.78,26,4961
74,2024-06-19,61,6,603,401,117.59,52,2078
75,2024-02-25,30,10,601,400,290.48,49,2521
76,2023-05-05,77,2,604,401,192.33,50,2413
77,2024-04-23,29,2,604,403,154.53,71,12135
78,2023-02-13,61,15,605,401,78.53,56,5940
79,2024-05-27,84,7,604,400,312.49,97,3950
80,2022-09-08,95,4,601,402,408.47,41,9514
81,2023-05-02,87,4,605,401,221.1,53,755
82,2024-11-21,43,14,604,402,115.09,29,1401
83,2025-03-09,83,8,605,400,212.77,32,2475
84,2023-04-09,48,13,605,401,313.67,84,452
85,2025-03-22,94,15,605,402,367.97,97,7428
86,2022-12-10,20,10,604,401,127.66,26,14443
87,2022-07-07,98,3,601,400,470.46,9,4799
88,2023-09-14,39,1,603,402,224.84,31,11889
89,2023-10-06,99,5,602,401,385.43,73,14578
90,2024-08-24,90,13,601,401,132.58,39,9009
91,2022-02-08,18,7,601,402,221.19,26,1704
92,2022-04-02,19,7,605,400,268.66,38,2531
93,2023-03-06,98,6,601,400,138.05,93,3311
94,2022-12-15,96,2,605,400,144.26,81,8925
95,2022-12-14,12,9,601,403,452.89,9,14005
96,2024-06-01,95,3,600,400,467.73,34,7172
97,2024-08-14,3,10,601,400,287.68,40,11151
98,2025-04-08,13,15,604,401,82.75,24,6181
99,2024-07-16,25,10,603,403,180.0,9,259
100,2024-11-21,34,7,604,400,75.64,32,3794
101,2022-03-20,79,10,600,403,222.39,27,7851
102,2023-11-04,98,5,600,403,431.43,10,5943
103,2024-11-26,42,1,603,402,465.25,25,844
104,2023-01-16,51,5,601,403,321.09,65,9255
105,2022-12-24,58,8,602,402,282.93,9,4658
106,2025-03-10,68,8,600,400,138.95,55,4195
107,2023-05-13,94,3,604,401,400.79,19,5780
108,2022-05-21,25,12,604,403,362.37,79,10284
109,2022-03-02,66,7,601,403,370.13,31,10364
110,2024-08-14,49,3,605,401,492.62,39,13618
111,2022-09-07,6,13,602,403,302.89,13,3885
112,2024-10-22,1,1,605,400,366.35,28,1118
113,2023-04-19,43,3,603,403,470.59,14,8951
114,2023-01-27,44,11,602,403,113.59,93,8180
115,2024-01-10,66,8,605,401,455.79,58,11555
116,2024-06-03,69,11,605,402,117.87,11,7977
117,2022-04-16,29,6,600,401,263.43,83,5555
118,2022-08-23,80,10,603,401,231.19,12,7401
119,2025-04-20,68,8,602,403,64.6,6,11406
120,2024-03-24,93,5,604,400,150.59,90,5115
121,2023-01-29,13,14,601,402,449.17,60,8011
122,2022-08-17,15,2,602,402,96.44,98,12310
123,2024-01-26,69,12,600,401,447.36,68,8240
124,2024-12-02,57,15,603,402,483.84,60,2861
125,2024-05-11,78,4,600,401,85.14,14,13312
126,2022-10-02,64,3,604,401,477.71,64,2066
127,2024-11-02,48,4,602,400,286.72,7,14203
128,2025-04-26,14,14,600,400,397.9,19,7277
129,2022-06-26,6,1,600,400,283.51,84,12647
130,2023-05-20,63,10,604,400,416.78,65,1467
131,2023-04-20,88,7,604,402,95.19,20,4065
132,2025-03-31,95,3,603,403,478.88,28,9416
133,2023-10-10,58,8,602,400,488.47,95,8839
134,2024-03-26,80,13,603,403,86.14,49,12698
135,2023-09-05,50,4,605,401,127.78,17,5043
136,2022-08-04,77,12,600,402,280.56,74,418
137,2023-01-03,3,15,602,403,172.36,90,798
138,2023-02-08,83,13,602,400,418.07,28,12327
139,2023-10-26,22,10,600,400,354.1,77,13967
140,2024-03-02,24,9,602,402,340.43,22,7923
141,2024-07-03,24,11,600,400,172.67,51,9258
142,2023-04-08,93,1,601,402,409.82,60,10407
143,2024-05-18,82,13,605,400,226.27,79,8197
144,2023-03-15,97,3,601,401,168.52,99,9076
145,2023-10-22,71,6,605,403,164.68,51,14961
146,2025-06-03,3,7,605,402,367.01,26,399
147,2025-03-01,79,13,605,402,251.57,64,5320
148,2022-07-28,9,10,600,400,137.9,75,5874
149,2025-03-12,33,15,601,402,320.37,77,4030
150,2023-01-04,72,5,601,403,151.7,74,9202
151,2025-06-18,18,11,601,401,187.67,21,1742
152,2023-12-09,37,7,601,401,405.32,34,7989
153,2022-06-21,39,11,601,403,70.34,19,10979
154,2025-04-10,61,5,600,403,244.7,46,11664
155,2023-10-09,3,4,604,401,284.72,21,1919
156,2022-11-28,8,10,603,402,289.97,35,2992
157,2024-04-04,48,1,600,400,187.47,81,3229
158,2022-10-30,99,3,602,400,291.29,83,14318
159,2022-06-05,58,14,602,403,436.46,89,5124
160,2023-07-29,8,8,605,401,336.06,98,10003
161,2023-05-26,75,15,601,402,324.57,39,132
162,2022-06-19,52,14,603,403,62.11,59,1769
163,2023-05-06,11,12,602,400,92.76,67,3089
164,2022-02-03,64,11,602,400,354.63,67,6511
165,2022-04-08,49,14,601,403,224.02,70,5677
166,2023-04-05,90,4,602,401,334.46,82,6090
167,2023-09-30,73,9,602,401,182.11,5,14931
168,2023-05-11,78,12,605,400,321.91,69,159
169,2023-03-17,91,11,604,400,87.65,65,8641
170,2023-09-20,9,7,605,400,365.25,34,7044
171,2022-10-10,7,1,605,403,263.5,33,5353
172,2023-09-11,65,2,603,400,92.05,94,3664
173,2022-07-21,12,1,601,401,396.97,8,2518
174,2024-08-31,75,7,604,403,473.43,30,10876
175,2024-02-19,63,6,600,400,384.02,40,6534
176,2023-04-02,52,6,600,401,79.29,96,4002
177,2024-11-17,75,14,605,403,269.92,67,1545
178,2023-01-28,44,13,603,402,286.37,98,12059
179,2024-03-14,93,14,602,403,327.84,97,6983
180,2024-08-10,54,5,602,403,146.01,71,13078
181,2025-03-30,39,13,603,400,406.77,23,12032
182,2023-05-24,18,9,604,401,304.86,50,1997
183,2023-02-26,56,14,600,401,362.54,64,4220
184,2024-11-28,40,1,600,403,475.51,33,14615
185,2024-04-19,83,2,605,402,85.55,93,4804
186,2022-12-02,9,12,602,401,254.12,89,12685
187,2023-01-29,85,14,603,400,121.37,31,2451
188,2022-01-01,6,10,601,402,286.3,5,9347
189,2024-06-18,65,1,604,401,239.89,58,8327
190,2024-06-14,85,15,600,403,376.68,77,1218
191,2024-11-22,48,6,601,401,226.75,85,9751
192,2023-08-08,68,13,604,400,248.11,68,11505
193,2023-03-23,34,11,603,402,308.24,97,10703
194,2023-12-18,34,6,602,400,210.08,100,660
195,2023-09-25,94,2,600,400,278.31,81,9460
196,2024-02-02,27,7,603,400,298.87,49,9023
197,2022-08-26,50,2,603,400,367.63,54,6456
198,2023-06-22,3,12,601,402,355.85,68,12900
199,2024-02-17,97,11,604,402,492.57,80,9771
200,2022-03-09,13,13,604,401,415.07,81,4711
201,2023-12-01,53,8,601,401,61.34,11,9596
202,2024-10-10,73,8,603,403,437.14,79,4474
203,2025-02-01,48,15,600,400,467.41,56,292
204,2022-05-03,20,6,602,403,158.64,78,14133
205,2022-11-13,48,15,601,400,119.84,17,8586
206,2024-06-10,43,1,604,402,210.73,85,4404
207,2022-06-18,93,4,604,403,461.52,70,3941
208,2024-05-11,69,10,604,403,369.97,56,1460
209,2022-10-02,5,8,601,401,54.71,38,12316
210,2024-10-23,32,7,601,403,308.83,96,3186
211,2025-02-24,92,10,604,403,77.32,69,2393
212,2022-02-15,25,15,605,401,468.48,7,6529
213,2022-06-21,100,5,604,403,343.93,14,2201
214,2022-01-12,36,12,604,400,472.92,48,10277
215,2023-06-26,79,10,604,403,361.94,92,1075
216,2022-12-25,54,10,602,400,288.82,21,12471
217,2024-08-10,44,12,603,403,406.38,77,527
218,2024-01-01,44,12,604,402,291.79,11,2965
219,2022-05-08,8,1,603,402,135.88,13,5521
220,2024-01-21,91,1,600,400,119.02,11,2273
221,2024-01-17,78,2,605,401,206.48,79,12445
222,2024-07-01,93,7,600,402,71.64,45,11702
223,2024-10-18,92,6,603,401,196.3,96,731
224,2022-09-24,47,9,604,403,254.14,53,6589
225,2024-04-21,62,11,602,400,120.42,35,5922
226,2023-03-14,76,12,601,402,163.77,12,10785
227,2023-07-29,95,12,604,400,432.57,59,5696
228,2024-02-03,87,5,605,402,134.48,66,13888
229,2025-04-29,75,4,603,400,314.49,33,1595
230,2022-10-10,34,7,602,403,450.09,16,11600
231,2025-01-18,99,13,600,403,69.5,81,6769
232,2023-09-12,79,5,603,403,144.38,46,7629
233,2023-10-25,18,4,603,402,422.04,51,726
234,2023-06-30,67,8,600,400,336.81,92,12584
235,2023-10-23,94,3,602,401,197.91,67,4844
236,2025-01-13,49,9,604,401,362.26,54,14788
237,2023-01-11,42,6,602,402,332.74,77,7944
238,2024-09-19,68,2,603,403,223.82,87,11630
239,2025-06-19,51,6,605,402,169.45,22,10599
240,2023-01-13,67,15,602,400,201.11,47,5337
241,2022-10-24,38,3,602,401,88.45,91,11384
242,2022-08-10,7,2,603,400,434.61,51,5258
243,2022-12-28,99,1,601,403,100.15,11,6103
244,2024-07-12,29,10,602,403,80.45,51,7494
245,2022-01-07,70,10,602,401,432.37,57,5383
246,2024-05-13,21,3,601,401,391.79,88,12358
247,2023-03-03,59,3,600,403,411.7,69,14567
248,2022-10-12,13,6,604,403,230.45,36,5518
249,2022-01-08,1,9,601,400,212.24,71,2794
250,2025-01-13,73,7,601,403,358.02,50,12735
251,2024-11-11,54,5,605,402,433.35,7,9190
252,2024-04-30,28,9,601,401,447.49,39,13354
253,2022-02-17,87,2,605,401,101.83,20,11539
254,2022-08-23,55,6,605,401,264.65,73,10859
255,2024-02-02,73,10,605,401,438.7,78,13238
256,2024-06-02,52,10,604,400,329.54,47,346
257,2024-12-31,83,3,600,403,226.66,24,14057
258,2023-12-09,91,9,600,401,77.05,87,9436
259,2022-09-16,85,3,601,403,309.65,65,3761
260,2022-02-15,43,10,601,402,302.93,6,7228
261,2024-12-02,5,15,604,401,457.58,37,11932
262,2024-09-25,60,6,603,403,493.79,96,877
263,2022-04-30,34,12,604,401,145.48,65,3364
264,2025-03-20,76,8,605,401,251.17,43,3958
265,2022-05-30,15,2,602,403,232.66,95,1418
266,2025-02-26,83,13,605,401,96.3,59,11567
267,2023-03-06,67,9,603,403,268.52,68,11667
268,2024-07-27,96,6,604,400,102.22,26,8299
269,2023-04-21,100,12,603,402,329.27,92,8431
270,2024-05-15,54,1,605,400,454.71,24,5932
271,2025-01-12,96,5,601,402,334.56,53,9178
272,2024-12-15,75,7,605,400,76.08,23,11635
273,2023-10-27,95,7,605,402,148.26,47,4108
274,2023-12-12,65,15,602,401,228.44,73,8576
275,2025-03-03,89,13,604,403,388.71,85,7476
276,2022-10-30,70,4,605,403,180.64,18,1779
277,2024-08-19,84,9,604,402,145.78,95,5154
278,2023-04-13,58,15,605,403,344.15,99,12519
279,2025-04-10,93,9,603,401,167.64,71,6883
280,2024-02-14,24,3,600,402,247.38,29,3534
281,2025-04-03,22,15,605,401,463.9,57,215
282,2022-01-11,21,7,600,400,297.24,96,6101
283,2025-02-23,9,8,605,401,444.43,74,1901
284,2024-04-29,21,3,600,402,283.95,67,7221
285,2022-09-05,44,7,604,402,494.23,96,9963
286,2025-02-15,55,14,600,401,457.08,26,10829
287,2022-07-16,25,14,601,401,263.83,8,10339
288,2024-12-31,73,14,602,403,439.86,10,6729
289,2022-12-12,87,4,602,400,485.93,37,14355
290,2023-04-05,35,5,605,401,422.38,10,14166
291,2024-03-14,32,4,604,402,490.45,78,13257
292,2024-12-06,25,9,600,400,158.51,42,8621
293,2022-02-27,4,14,604,401,463.32,61,9764
294,2024-06-25,57,8,600,403,109.83,12,14250
295,2024-09-22,90,13,602,403,83.38,72,14109
296,2025-01-25,23,10,600,403,70.65,94,14387
297,2022-10-22,5,15,601,402,434.0,47,11579
298,2025-02-09,20,6,602,401,443.03,76,1331
299,2022-03-08,63,8,601,402,167.33,42,5389
300,2023-11-01,23,13,601,402,104.8,76,13311
301,2025-03-23,71,15,603,402,93.75,18,14131
302,2023-08-14,20,5,605,400,254.87,30,6621
303,2023-02-06,42,7,604,401,478.58,94,3348
304,2022-01-16,17,1,601,403,160.87,30,13184
305,2023-06-25,69,1,600,403,281.15,81,9612
306,2022-07-06,54,9,600,400,435.92,5,13312
307,2024-03-19,30,11,604,403,368.3,32,1506
308,2024-04-20,96,7,604,400,466.44,63,6491
309,2022-10-13,52,11,602,402,356.28,73,14440
310,2022-08-25,76,2,602,403,110.55,27,5992
311,2024-12-24,32,8,601,403,451.42,6,3823
312,2023-05-28,38,8,605,403,445.61,93,8912
313,2023-06-22,35,7,602,400,423.91,92,2885
314,2023-04-20,36,2,603,403,328.2,76,8599
315,2023-04-28,45,7,601,401,494.09,67,2364
316,2024-03-05,15,9,603,402,151.88,30,8878
317,2024-09-27,34,3,600,403,333.91,12,1315
318,2025-04-21,64,15,600,402,474.55,11,12036
319,2024-10-28,69,7,602,402,261.15,20,1455
320,2024-12-15,60,1,600,401,206.41,31,9683
321,2023-11-21,99,15,600,400,232.55,37,11852
322,2022-07-23,65,7,602,400,374.41,82,8627
323,2023-11-09,2,3,602,402,193.42,62,2624
324,2024-01-12,19,15,603,403,226.51,100,14411
325,2022-10-27,76,5,604,401,183.43,5,9100
326,2024-08-02,70,9,603,401,112.57,17,2621
327,2024-07-12,38,14,603,401,293.85,19,1667
328,2023-11-04,59,1,605,401,159.03,17,2169
329,2023-07-30,88,13,603,402,194.87,15,1786
330,2024-08-25,16,1,605,401,120.49,9,11531
331,2024-06-13,27,2,604,401,379.11,74,12515
332,2022-01-21,85,8,602,400,242.99,57,12214
333,2023-10-03,82,6,602,400,293.18,91,158
334,2023-08-01,30,1,603,401,181.43,8,13591
335,2022-02-15,56,11,601,400,246.34,86,10773
336,2023-02-28,97,15,605,401,100.21,55,4987
337,2023-01-05,41,13,604,400,261.25,74,12094
338,2025-05-01,43,14,604,401,243.71,25,6045
339,2025-02-01,76,6,602,403,197.3,70,6989
340,2023-03-26,31,12,605,402,104.4,22,2804
341,2024-12-28,40,1,603,402,373.08,49,14060
342,2024-11-18,44,1,600,400,265.08,33,4205
343,2024-09-29,2,7,600,401,90.4,78,6279
344,2025-03-23,26,4,600,400,328.01,43,5395
345,2024-07-23,50,3,601,401,58.8,72,14397
346,2022-02-06,46,12,600,400,130.86,56,13227
347,2023-10-20,66,14,601,403,53.67,45,11347
348,2022-05-01,11,3,601,401,483.62,19,8980
349,2023-03-02,24,2,600,403,297.48,18,831
350,2024-05-19,97,11,601,403,118.44,39,3526
351,2024-01-08,42,6,605,403,293.63,87,1854
352,2023-09-10,15,12,600,400,367.41,64,5745
353,2024-01-16,9,1,600,401,315.08,24,8987
354,2024-10-04,50,7,601,402,68.35,69,5632
355,2023-12-17,6,7,604,402,97.8,8,12508
356,2023-03-22,82,9,602,400,142.24,59,6533
357,2022-01-23,64,12,603,401,153.36,45,13262
358,2022-09-01,30,14,605,403,370.11,21,11928
359,2024-12-26,67,10,603,401,430.86,35,11596
360,2024-07-24,94,10,603,400,247.32,88,4112
361,2025-01-31,29,4,605,401,98.86,39,9782
362,2025-06-26,56,1,602,403,443.72,56,1096
363,2024-09-18,64,3,601,400,438.32,39,9522
364,2023-01-12,20,15,601,402,260.83,63,3870
365,2025-03-03,25,1,604,401,465.42,36,11327
366,2024-03-27,86,2,605,400,244.1,61,657
367,2022-02-17,55,12,603,402,254.38,65,9903
368,2022-07-08,20,4,601,402,419.51,41,9569
369,2023-04-10,77,4,605,401,60.08,50,581
370,2023-02-25,66,7,600,401,217.48,39,12279
371,2023-12-02,5,2,604,402,169.31,68,5681
372,2022-02-11,61,7,601,400,113.33,45,3692
373,2022-08-27,5,8,605,400,468.16,92,4763
374,2023-02-01,33,15,605,400,333.7,79,14898
375,2022-01-10,30,5,600,400,360.85,29,5861
376,2024-08-11,30,7,602,403,243.29,56,9910
377,2023-06-05,99,13,604,403,93.8,66,4840
378,2022-08-31,97,11,601,403,471.45,94,13264
379,2023-10-17,52,2,603,401,422.1,15,11298
380,2023-10-27,37,13,600,400,309.17,73,5312
381,2024-11-15,20,5,604,400,335.56,58,3296
382,2023-12-14,50,6,604,402,336.48,15,2855
383,2022-06-09,63,12,600,400,430.35,55,11290
384,2023-04-13,37,8,604,401,273.81,61,5865
385,2022-03-29,93,5,605,400,72.6,16,2306
386,2022-10-13,99,15,601,403,388.49,83,4733
387,2024-08-23,32,9,602,401,363.91,10,3379
388,2025-02-18,82,9,605,403,165.8,74,3871
389,2022-02-28,17,3,602,403,418.76,96,7938
390,2024-07-19,81,15,602,403,420.41,68,6230
391,2023-07-22,36,6,600,401,101.13,91,13172
392,2024-03-28,43,15,601,401,302.93,60,2214
393,2022-11-13,7,1,603,401,51.74,43,5043
394,2025-01-15,53,11,602,400,357.83,5,3273
395,2024-04-01,83,13,603,403,287.5,28,10253
396,2023-11-08,9,9,603,402,385.35,34,12599
397,2025-01-15,78,3,604,402,199.43,78,14562
398,2024-03-01,62,9,602,400,69.75,44,4032
399,2023-06-21,66,14,605,400,159.32,94,10298
400,2023-02-16,16,12,602,403,183.96,16,14114
401,2023-12-12,95,5,602,400,301.4,71,12035
402,2025-02-15,60,6,604,403,191.3,71,3290
403,2024-01-04,18,2,601,403,307.85,79,8091
404,2022-10-06,34,1,605,400,155.75,54,7560
405,2023-05-16,80,12,604,402,274.9,18,4437
406,2023-01-03,58,15,603,403,201.94,52,5016
407,2024-06-14,4,1,602,401,322.96,35,8027
408,2024-07-04,65,7,600,402,251.05,31,3033
409,2024-02-16,25,11,605,403,64.11,10,11615
410,2024-05-12,32,8,601,401,305.41,49,10172
411,2024-06-19,9,3,601,400,278.88,46,1767
412,2023-10-03,85,7,601,400,471.98,78,6678
413,2023-01-18,34,15,601,403,122.3,7,12647
414,2024-11-19,36,4,605,403,369.6,6,13406
415,2022-04-07,69,7,600,403,235.1,18,12543
416,2023-11-12,14,2,604,403,142.88,15,11887
417,2024-06-27,50,2,604,400,407.76,6,1068
418,2022-12-22,36,5,601,401,231.82,56,12233
419,2022-11-16,60,10,603,401,387.99,62,4317
420,2022-03-26,93,9,601,402,379.38,60,12218
421,2022-08-11,46,7,602,401,483.94,13,1323
422,2024-06-18,15,7,602,401,479.49,16,8904
423,2023-07-28,5,2,601,403,405.67,8,11348
424,2023-06-11,32,9,600,403,465.95,55,8953
425,2023-04-26,94,12,605,400,499.52,20,6580
426,2023-11-04,17,3,602,401,433.79,91,10217
427,2022-09-23,34,8,601,401,63.09,55,11378
428,2024-12-27,59,12,600,403,373.83,54,6824
429,2025-05-31,62,5,601,402,340.26,79,12426
430,2024-01-27,53,3,603,403,377.14,11,7569
431,2022-02-28,97,8,600,402,114.68,54,331
432,2023-04-07,72,7,604,403,151.55,5,4401
433,2024-03-25,71,10,605,403,73.74,53,13371
434,2023-03-02,71,12,600,401,413.08,85,10348
435,2022-10-09,58,3,601,400,252.94,76,8163
436,2025-01-07,90,6,600,401,273.63,65,14305
437,2022-03-10,4,14,600,401,441.06,30,10582
438,2023-06-12,88,8,601,400,190.51,22,14513
439,2024-07-01,86,3,603,400,147.02,66,3811
440,2024-10-24,29,7,601,403,324.4,24,6304
441,2022-08-23,82,13,605,402,163.44,40,13428
442,2023-12-28,1,11,601,403,279.43,35,11098
443,2022-07-23,49,4,602,401,84.37,23,4822
444,2022-11-11,91,14,601,402,217.06,28,8231
445,2024-09-23,29,3,601,402,57.93,59,12564
446,2024-05-11,82,14,602,402,117.49,6,14978
447,2022-02-17,46,11,600,400,285.79,10,6482
448,2024-01-21,26,7,605,401,431.19,53,10095
449,2022-11-22,78,1,600,401,112.24,63,1186
450,2024-03-14,26,8,605,403,55.99,98,6095
451,2023-05-14,1,4,605,402,479.51,32,10337
452,2024-12-05,61,14,600,403,305.21,91,5826
453,2023-10-15,44,5,603,402,183.22,72,8515
454,2024-06-22,88,3,601,401,189.93,64,12660
455,2022-01-30,21,8,601,400,217.6,99,6330
456,2025-06-17,36,2,602,403,64.89,98,12191
457,2023-10-27,24,1,604,401,143.39,69,13222
458,2024-12-20,82,11,601,401,92.53,75,14457
459,2023-07-05,56,11,601,400,386.1,12,14448
460,2023-02-01,3,8,600,401,324.41,73,1541
461,2025-05-17,16,14,601,402,376.65,95,8330
462,2023-06-06,76,14,600,402,154.76,12,5982
463,2023-07-30,92,6,600,402,57.02,75,6329
464,2022-08-17,22,7,603,400,283.36,36,10714
465,2025-06-16,82,1,602,402,200.88,46,12037
466,2025-01-30,72,12,605,402,131.64,14,8925
467,2024-12-30,31,11,600,402,432.49,72,10946
468,2022-07-12,12,4,601,402,471.75,60,6127
469,2022-05-23,37,4,604,400,98.84,19,8693
470,2024-03-29,52,5,603,401,335.18,15,1832
471,2023-12-06,24,10,601,401,440.64,20,1806
472,2023-07-20,27,7,605,402,87.31,56,7561
473,2022-07-24,95,4,605,400,369.8,65,1785
474,2025-04-17,62,8,605,402,318.09,61,11375
475,2023-10-16,11,12,604,400,215.72,27,2300
476,2023-06-23,69,7,605,400,411.88,25,13737
477,2024-08-20,70,7,600,402,459.62,16,7554
478,2024-03-29,58,12,602,402,357.15,84,12752
479,2023-11-27,16,14,604,403,337.83,91,1693
480,2025-04-05,65,10,605,403,130.33,46,118
481,2024-09-01,11,14,604,401,225.9,81,13352
482,2023-08-07,48,12,604,401,123.98,57,8191
483,2024-05-21,59,9,605,402,244.82,33,5792
484,2023-08-28,74,3,605,403,443.09,94,4313
485,2023-05-18,27,11,605,400,199.26,14,1561
486,2025-01-09,96,13,600,403,466.83,83,8484
487,2023-03-16,48,12,600,400,498.87,38,898
488,2024-07-26,93,4,603,402,256.89,22,4262
489,2022-03-02,62,13,603,401,171.95,97,6153
490,2024-01-08,23,9,604,403,55.86,81,11181
491,2023-12-07,3,9,601,402,452.52,14,657
492,2022-09-05,86,4,600,403,229.39,34,4259
493,2022-10-17,51,8,602,400,369.79,75,5400
494,2024-06-22,52,7,602,400,483.72,88,4772
495,2022-05-10,88,6,602,402,165.83,6,3418
496,2024-08-23,44,15,601,403,284.78,64,13946
497,2023-02-21,79,13,605,403,53.57,38,2792
498,2023-04-25,65,5,603,400,314.39,61,9477
499,2024-01-18,49,15,605,402,447.49,20,13114
500,2024-09-07,7,15,605,400,50.39,69,13995
501,2025-06-21,53,6,604,401,276.32,40,5902
502,2022-09-10,24,8,602,400,392.49,97,2261
503,2023-07-26,40,12,600,403,268.7,44,7064
504,2024-09-14,1,13,605,400,434.65,44,1001
505,2024-07-18,95,1,600,403,152.72,85,12113
506,2023-05-29,65,12,601,400,260.95,57,11240
507,2025-06-06,7,4,600,403,333.66,9,14157
508,2023-08-14,8,15,600,401,132.21,39,4880
509,2023-08-15,95,1,605,403,270.52,44,12466
510,2024-03-01,2,11,600,402,319.02,31,4747
511,2024-02-17,88,9,600,401,458.13,6,6389
512,2023-10-11,51,10,604,401,127.95,10,2190
513,2025-03-14,13,15,600,403,148.81,44,11339
514,2023-08-21,8,10,600,403,222.09,69,1205
515,2023-07-29,90,2,603,402,70.96,30,12258
516,2025-01-14,71,15,605,402,249.79,65,14078
517,2023-09-17,29,7,603,403,324.04,44,6510
518,2025-04-24,37,11,605,403,493.51,80,5256
519,2022-05-02,70,7,602,402,403.5,38,2500
520,2024-07-27,50,9,605,401,110.41,62,9454
521,2025-06-28,87,11,605,402,205.97,53,357
522,2024-02-06,1,7,602,400,134.45,47,11963
523,2024-12-16,38,15,600,403,56.71,66,3952
524,2022-02-08,63,5,600,403,435.25,88,14431
525,2022-05-15,53,13,603,402,104.23,22,11290
526,2023-07-30,90,2,603,400,410.29,11,5223
527,2022-07-05,20,6,601,401,163.17,91,6835
528,2024-10-05,33,13,605,400,177.22,97,5143
529,2025-04-14,38,8,604,401,133.28,86,14963
530,2023-07-21,95,13,601,401,301.4,41,13113
531,2024-06-14,36,6,605,402,371.85,80,8083
532,2023-07-04,23,2,605,403,186.33,72,4953
533,2025-02-08,71,13,604,401,244.32,83,12590
534,2023-07-19,63,1,602,402,334.12,17,7171
535,2023-05-10,76,8,605,402,494.22,51,3345
536,2023-04-01,21,8,601,403,347.45,92,12138
