billing_id,customer_key,billing_date,billing_type,consumption_kwh,amount,payment_status
189,6,2023-05-15,Electricity,614,212.62,Offen
190,6,2023-05-15,Gas,435,64.02,Bezahlt
191,6,2023-06-15,Electricity,436,175.86,Bezahlt
192,6,2023-06-15,Gas,226,29.36,Bezahlt
193,6,2023-07-15,Electricity,329,130.62,Offen
194,6,2023-07-15,Gas,220,35.9,Offen
195,6,2023-08-15,Electricity,337,114.5,Bezahlt
196,6,2023-08-15,Gas,186,32.51,Bezahlt
197,6,2023-09-15,Electricity,463,185.22,Bezahlt
198,6,2023-09-15,Gas,384,44.57,Bezahlt
199,6,2023-10-15,Electricity,573,186.81,Bezahlt
200,6,2023-10-15,Gas,1028,101.89,Bezahlt
201,6,2023-11-15,Electricity,593,224.64,Bezahlt
202,6,2023-11-15,Gas,2031,203.93,Bezahlt
203,6,2023-12-15,Electricity,667,232.37,Bezahlt
204,6,2023-12-15,Gas,2053,231.98,Bezahlt
205,6,2024-01-15,Electricity,715,294.89,Offen
206,6,2024-01-15,Gas,1980,239.1,Offen
207,6,2024-02-15,Electricity,600,201.93,Bezahlt
208,6,2024-02-15,Gas,1830,231.72,Bezahlt
209,6,2024-03-15,Electricity,599,217.21,Bezahlt
210,6,2024-03-15,Gas,1712,189.67,Bezahlt
211,6,2024-04-15,Electricity,603,239.36,Bezahlt
212,6,2024-04-15,Gas,870,116.68,Bezahlt
213,6,2024-05-15,Electricity,506,197.05,Bezahlt
214,6,2024-05-15,Gas,566,78.53,Bezahlt
215,6,2024-06-15,Electricity,418,160.79,Bezahlt
216,6,2024-06-15,Gas,251,41.35,Bezahlt
217,6,2024-07-15,Electricity,423,176.65,Bezahlt
218,6,2024-07-15,Gas,203,27.29,Bezahlt
219,6,2024-08-15,Electricity,428,181.08,Bezahlt
220,6,2024-08-15,Gas,201,32.45,Offen
221,6,2024-09-15,Electricity,607,217.45,Bezahlt
222,6,2024-09-15,Gas,345,52.68,Bezahlt
223,6,2024-10-15,Electricity,459,159.18,Offen
224,6,2024-10-15,Gas,783,100.46,Bezahlt
225,6,2024-11-15,Electricity,731,272.49,Bezahlt
226,6,2024-11-15,Gas,1885,253.14,Überfällig
227,6,2024-12-15,Electricity,735,299.63,Bezahlt
228,6,2024-12-15,Gas,1969,195.56,Bezahlt
229,6,2025-01-15,Electricity,706,261.76,Bezahlt
230,6,2025-01-15,Gas,2879,304.52,Bezahlt
231,6,2025-02-15,Electricity,682,227.63,Bezahlt
232,6,2025-02-15,Gas,1908,244.45,Bezahlt
233,6,2025-03-15,Electricity,551,186.4,Bezahlt
234,6,2025-03-15,Gas,1972,247.82,Bezahlt
235,6,2025-04-15,Electricity,522,177.61,Bezahlt
236,6,2025-04-15,Gas,1188,141.03,Bezahlt
237,6,2025-05-15,Electricity,579,240.18,Bezahlt
238,6,2025-05-15,Gas,486,56.59,Bezahlt
239,6,2025-06-15,Electricity,454,159.74,Bezahlt
240,6,2025-06-15,Gas,282,41.53,Bezahlt
241,7,2023-01-15,Electricity,524,179.72,Bezahlt
242,7,2023-02-15,Electricity,410,164.48,Bezahlt
243,7,2023-03-15,Electricity,421,165.08,Bezahlt
244,7,2023-04-15,Electricity,327,111.73,Offen
245,7,2023-05-15,Electricity,351,119.25,Bezahlt
246,7,2023-06-15,Electricity,273,102.92,Bezahlt
247,7,2023-07-15,Electricity,235,97.21,Bezahlt
248,7,2023-08-15,Electricity,219,88.34,Bezahlt
249,7,2023-09-15,Electricity,370,144.49,Bezahlt
250,7,2023-10-15,Electricity,383,159.77,Bezahlt
251,7,2023-11-15,Electricity,483,193.54,Bezahlt
252,7,2023-12-15,Electricity,448,166.8,Bezahlt
253,7,2024-01-15,Electricity,522,182.03,Bezahlt
254,7,2024-02-15,Electricity,527,206.0,Bezahlt
255,7,2024-03-15,Electricity,344,130.27,Bezahlt
256,7,2024-04-15,Electricity,351,135.57,Bezahlt
257,7,2024-05-15,Electricity,412,140.16,Bezahlt
258,7,2024-06-15,Electricity,278,123.32,Bezahlt
259,7,2024-07-15,Electricity,237,102.63,Bezahlt
260,7,2024-08-15,Electricity,271,111.63,Bezahlt
261,7,2024-09-15,Electricity,331,115.13,Bezahlt
262,7,2024-10-15,Electricity,379,158.63,Bezahlt
263,7,2024-11-15,Electricity,428,147.18,Bezahlt
264,7,2024-12-15,Electricity,519,192.35,Bezahlt
265,7,2025-01-15,Electricity,539,212.22,Bezahlt
266,7,2025-02-15,Electricity,531,173.43,Bezahlt
267,7,2025-03-15,Electricity,393,166.13,Bezahlt
268,7,2025-04-15,Electricity,358,135.51,Überfällig
269,7,2025-05-15,Electricity,401,160.98,Bezahlt
270,7,2025-06-15,Electricity,293,128.71,Bezahlt
271,8,2023-01-15,Electricity,849,283.96,Bezahlt
272,8,2023-02-15,Electricity,746,240.65,Bezahlt
273,8,2023-03-15,Electricity,702,246.42,Überfällig
274,8,2023-04-15,Electricity,642,225.92,Bezahlt
275,8,2023-05-15,Electricity,514,178.31,Bezahlt
276,8,2023-06-15,Electricity,462,195.06,Offen
277,8,2023-07-15,Electricity,406,163.95,Bezahlt
278,8,2023-08-15,Electricity,352,142.44,Bezahlt
279,8,2023-09-15,Electricity,565,236.94,Bezahlt
280,8,2023-10-15,Electricity,605,212.09,Bezahlt
281,8,2023-11-15,Electricity,645,255.61,Bezahlt
282,8,2023-12-15,Electricity,719,295.59,Bezahlt
283,8,2024-01-15,Electricity,819,323.2,Offen
284,8,2024-02-15,Electricity,708,262.48,Bezahlt
285,8,2024-03-15,Electricity,581,214.0,Bezahlt
286,8,2024-04-15,Electricity,620,202.09,Bezahlt
287,8,2024-05-15,Electricity,541,210.28,Bezahlt
288,8,2024-06-15,Electricity,460,169.68,Bezahlt
289,8,2024-07-15,Electricity,378,162.24,Bezahlt
290,8,2024-08-15,Electricity,418,165.0,Bezahlt
291,8,2024-09-15,Electricity,524,219.48,Bezahlt
292,8,2024-10-15,Electricity,535,209.56,Bezahlt
293,8,2024-11-15,Electricity,596,192.07,Bezahlt
294,8,2024-12-15,Electricity,888,281.38,Bezahlt
295,8,2025-01-15,Electricity,684,225.04,Bezahlt
296,8,2025-02-15,Electricity,704,289.52,Bezahlt
297,8,2025-03-15,Electricity,688,222.49,Bezahlt
298,8,2025-04-15,Electricity,613,227.09,Bezahlt
299,8,2025-05-15,Electricity,630,205.37,Bezahlt
300,8,2025-06-15,Electricity,428,165.54,Bezahlt
301,9,2023-01-15,Electricity,1212,483.42,Bezahlt
302,9,2023-02-15,Electricity,1126,460.64,Bezahlt
303,9,2023-03-15,Electricity,1005,387.64,Bezahlt
304,9,2023-04-15,Electricity,887,336.7,Bezahlt
305,9,2023-05-15,Electricity,882,362.45,Offen
306,9,2023-06-15,Electricity,573,196.07,Bezahlt
307,9,2023-07-15,Electricity,625,246.1,Bezahlt
308,9,2023-08-15,Electricity,615,256.69,Offen
309,9,2023-09-15,Electricity,943,298.53,Bezahlt
310,9,2023-10-15,Electricity,799,295.11,Bezahlt
311,9,2023-11-15,Electricity,1077,398.07,Bezahlt
312,9,2023-12-15,Electricity,1230,498.97,Bezahlt
313,9,2024-01-15,Electricity,1183,442.97,Bezahlt
314,9,2024-02-15,Electricity,958,355.81,Bezahlt
315,9,2024-03-15,Electricity,1040,407.94,Bezahlt
316,9,2024-04-15,Electricity,873,284.21,Bezahlt
317,9,2024-05-15,Electricity,811,288.58,Bezahlt
318,9,2024-06-15,Electricity,627,238.88,Bezahlt
319,9,2024-07-15,Electricity,641,233.45,Bezahlt
320,9,2024-08-15,Electricity,637,228.5,Bezahlt
321,9,2024-09-15,Electricity,750,280.17,Bezahlt
322,9,2024-10-15,Electricity,712,274.98,Bezahlt
323,9,2024-11-15,Electricity,1134,455.87,Bezahlt
324,9,2024-12-15,Electricity,992,371.93,Bezahlt
325,9,2025-01-15,Electricity,1143,385.33,Bezahlt
326,9,2025-02-15,Electricity,920,325.69,Bezahlt
327,9,2025-03-15,Electricity,785,293.37,Bezahlt
328,9,2025-04-15,Electricity,882,359.19,Bezahlt
329,9,2025-05-15,Electricity,799,271.73,Bezahlt
330,9,2025-06-15,Electricity,625,218.04,Bezahlt
331,10,2023-01-15,Electricity,299,131.85,Bezahlt
332,10,2023-01-15,Gas,1963,196.29,Bezahlt
333,10,2023-02-15,Electricity,312,123.53,Bezahlt
334,10,2023-02-15,Gas,1942,235.7,Bezahlt
335,10,2023-03-15,Electricity,279,104.0,Bezahlt
336,10,2023-03-15,Gas,1321,161.92,Bezahlt
337,10,2023-04-15,Electricity,254,91.47,Bezahlt
338,10,2023-04-15,Gas,654,80.22,Bezahlt
339,10,2023-05-15,Electricity,250,97.16,Bezahlt
340,10,2023-05-15,Gas,420,52.47,Bezahlt
341,10,2023-06-15,Electricity,229,103.81,Überfällig
342,10,2023-06-15,Gas,235,39.35,Bezahlt
343,10,2023-07-15,Electricity,183,72.92,Bezahlt
344,10,2023-07-15,Gas,137,25.09,Bezahlt
345,10,2023-08-15,Electricity,211,91.44,Bezahlt
346,10,2023-08-15,Gas,145,24.0,Bezahlt
347,10,2023-09-15,Electricity,280,103.32,Bezahlt
348,10,2023-09-15,Gas,322,48.71,Bezahlt
349,10,2023-10-15,Electricity,277,99.14,Bezahlt
350,10,2023-10-15,Gas,693,81.54,Bezahlt
351,10,2023-11-15,Electricity,303,122.01,Bezahlt
352,10,2023-11-15,Gas,1354,163.54,Bezahlt
353,10,2023-12-15,Electricity,397,138.39,Bezahlt
354,10,2023-12-15,Gas,1833,241.84,Bezahlt
355,10,2024-01-15,Electricity,345,144.59,Bezahlt
356,10,2024-01-15,Gas,1476,159.75,Bezahlt
357,10,2024-02-15,Electricity,354,136.47,Bezahlt
358,10,2024-02-15,Gas,1497,159.01,Bezahlt
359,10,2024-03-15,Electricity,281,98.93,Bezahlt
360,10,2024-03-15,Gas,1254,147.67,Überfällig
361,10,2024-04-15,Electricity,295,122.16,Bezahlt
362,10,2024-04-15,Gas,942,108.22,Offen
363,10,2024-05-15,Electricity,302,109.44,Bezahlt
364,10,2024-05-15,Gas,353,44.26,Bezahlt
365,10,2024-06-15,Electricity,186,85.33,Bezahlt
366,10,2024-06-15,Gas,239,34.03,Bezahlt
367,10,2024-07-15,Electricity,182,80.15,Bezahlt
368,10,2024-07-15,Gas,139,26.79,Bezahlt
369,10,2024-08-15,Electricity,209,77.72,Bezahlt
370,10,2024-08-15,Gas,169,29.45,Bezahlt
371,10,2024-09-15,Electricity,302,118.06,Bezahlt
372,10,2024-09-15,Gas,304,45.33,Offen
373,10,2024-10-15,Electricity,292,128.53,Bezahlt
374,10,2024-10-15,Gas,619,81.2,Bezahlt
375,10,2024-11-15,Electricity,336,137.08,Bezahlt
376,10,2024-11-15,Gas,1065,121.57,Bezahlt
377,10,2024-12-15,Electricity,418,174.79,Bezahlt
378,10,2024-12-15,Gas,1759,206.12,Bezahlt
379,10,2025-01-15,Electricity,351,120.18,Bezahlt
380,10,2025-01-15,Gas,1702,178.99,Bezahlt
381,10,2025-02-15,Electricity,364,156.84,Überfällig
382,10,2025-02-15,Gas,1490,153.34,Bezahlt
383,10,2025-03-15,Electricity,271,116.21,Offen
384,10,2025-03-15,Gas,1328,172.17,Bezahlt
385,10,2025-04-15,Electricity,255,99.58,Bezahlt
386,10,2025-04-15,Gas,937,100.87,Bezahlt
387,10,2025-05-15,Electricity,243,88.87,Bezahlt
388,10,2025-05-15,Gas,429,50.04,Bezahlt
389,10,2025-06-15,Electricity,225,102.19,Bezahlt
390,10,2025-06-15,Gas,223,32.62,Bezahlt
391,11,2023-01-15,Electricity,434,158.85,Bezahlt
392,11,2023-01-15,Gas,2732,260.07,Bezahlt
393,11,2023-02-15,Electricity,409,143.85,Bezahlt
394,11,2023-02-15,Gas,1895,220.38,Bezahlt
395,11,2023-03-15,Electricity,368,159.31,Bezahlt
396,11,2023-03-15,Gas,1971,213.2,Überfällig
397,11,2023-04-15,Electricity,359,155.99,Bezahlt
398,11,2023-04-15,Gas,1006,104.05,Bezahlt
399,11,2023-05-15,Electricity,361,134.73,Offen
400,11,2023-05-15,Gas,608,67.69,Bezahlt
401,11,2023-06-15,Electricity,245,97.05,Bezahlt
402,11,2023-06-15,Gas,229,32.11,Bezahlt
403,11,2023-07-15,Electricity,248,92.3,Bezahlt
404,11,2023-07-15,Gas,232,30.86,Bezahlt
405,11,2023-08-15,Electricity,229,102.87,Bezahlt
406,11,2023-08-15,Gas,237,36.13,Bezahlt
407,11,2023-09-15,Electricity,349,117.63,Bezahlt
408,11,2023-09-15,Gas,369,47.7,Bezahlt
409,11,2023-10-15,Electricity,309,112.22,Überfällig
410,11,2023-10-15,Gas,1090,116.8,Überfällig
411,11,2023-11-15,Electricity,392,159.95,Bezahlt
412,11,2023-11-15,Gas,1540,169.08,Bezahlt
413,11,2023-12-15,Electricity,487,190.48,Bezahlt
414,11,2023-12-15,Gas,2014,231.79,Überfällig
415,11,2024-01-15,Electricity,476,155.52,Bezahlt
416,11,2024-01-15,Gas,2436,231.48,Bezahlt
417,11,2024-02-15,Electricity,474,188.83,Bezahlt
418,11,2024-02-15,Gas,2359,295.37,Überfällig
419,11,2024-03-15,Electricity,346,144.51,Bezahlt
420,11,2024-03-15,Gas,1851,206.2,Bezahlt
421,11,2024-04-15,Electricity,399,159.42,Bezahlt
422,11,2024-04-15,Gas,1182,137.28,Bezahlt
423,11,2024-05-15,Electricity,343,116.73,Bezahlt
424,11,2024-05-15,Gas,636,79.41,Bezahlt
425,11,2024-06-15,Electricity,262,96.54,Bezahlt
426,11,2024-06-15,Gas,219,31.08,Bezahlt
427,11,2024-07-15,Electricity,246,106.9,Überfällig
428,11,2024-07-15,Gas,211,33.44,Bezahlt
429,11,2024-08-15,Electricity,236,87.29,Bezahlt
430,11,2024-08-15,Gas,225,30.02,Bezahlt
431,11,2024-09-15,Electricity,354,132.1,Offen
432,11,2024-09-15,Gas,363,44.24,Bezahlt
433,11,2024-10-15,Electricity,390,135.91,Bezahlt
434,11,2024-10-15,Gas,1011,111.05,Bezahlt
435,11,2024-11-15,Electricity,429,178.18,Bezahlt
436,11,2024-11-15,Gas,1887,242.88,Bezahlt
437,11,2024-12-15,Electricity,500,196.52,Bezahlt
438,11,2024-12-15,Gas,2190,233.06,Bezahlt
439,11,2025-01-15,Electricity,442,147.52,Bezahlt
440,11,2025-01-15,Gas,2277,259.43,Bezahlt
441,11,2025-02-15,Electricity,474,200.65,Bezahlt
442,11,2025-02-15,Gas,1910,238.49,Bezahlt
443,11,2025-03-15,Electricity,438,185.33,Bezahlt
444,11,2025-03-15,Gas,2201,219.58,Bezahlt
445,11,2025-04-15,Electricity,335,136.36,Bezahlt
446,11,2025-04-15,Gas,1232,157.96,Bezahlt
447,11,2025-05-15,Electricity,315,122.93,Bezahlt
448,11,2025-05-15,Gas,545,68.98,Bezahlt
449,11,2025-06-15,Electricity,261,92.14,Bezahlt
450,11,2025-06-15,Gas,238,32.52,Bezahlt
451,12,2023-01-15,Electricity,192,82.25,Bezahlt
452,12,2023-01-15,Gas,1381,148.25,Bezahlt
453,12,2023-02-15,Electricity,237,93.83,Bezahlt
454,12,2023-02-15,Gas,1203,117.93,Bezahlt
455,12,2023-03-15,Electricity,161,69.27,Bezahlt
456,12,2023-03-15,Gas,1050,121.88,Bezahlt
457,12,2023-04-15,Electricity,163,62.31,Bezahlt
458,12,2023-04-15,Gas,741,103.7,Offen
459,12,2023-05-15,Electricity,178,83.01,Überfällig
460,12,2023-05-15,Gas,344,45.28,Bezahlt
461,12,2023-06-15,Electricity,109,51.31,Offen
462,12,2023-06-15,Gas,165,29.69,Bezahlt
463,12,2023-07-15,Electricity,129,57.67,Bezahlt
464,12,2023-07-15,Gas,127,24.62,Bezahlt
465,12,2023-08-15,Electricity,105,50.53,Bezahlt
466,12,2023-08-15,Gas,128,21.3,Bezahlt
467,12,2023-09-15,Electricity,180,72.56,Bezahlt
468,12,2023-09-15,Gas,241,34.71,Bezahlt
469,12,2023-10-15,Electricity,149,60.42,Offen
470,12,2023-10-15,Gas,626,83.22,Bezahlt
471,12,2023-11-15,Electricity,179,78.02,Bezahlt
472,12,2023-11-15,Gas,1119,148.75,Bezahlt
473,12,2023-12-15,Electricity,254,105.06,Bezahlt
474,12,2023-12-15,Gas,1091,138.26,Bezahlt
475,12,2024-01-15,Electricity,227,102.86,Offen
476,12,2024-01-15,Gas,1547,165.44,Bezahlt
477,12,2024-02-15,Electricity,232,101.31,Bezahlt
478,12,2024-02-15,Gas,1234,125.28,Bezahlt
479,12,2024-03-15,Electricity,189,80.59,Bezahlt
480,12,2024-03-15,Gas,1007,134.49,Bezahlt
481,12,2024-04-15,Electricity,190,78.43,Bezahlt
482,12,2024-04-15,Gas,662,94.91,Bezahlt
483,12,2024-05-15,Electricity,156,66.32,Bezahlt
484,12,2024-05-15,Gas,335,40.43,Bezahlt
485,12,2024-06-15,Electricity,133,52.7,Offen
486,12,2024-06-15,Gas,183,31.35,Bezahlt
487,12,2024-07-15,Electricity,200,81.56,Offen
