cancellation_id,customer_key,product_key,cancellation_date,reason,channel,retention_offered,retention_accepted
36,3285,7,2025-08-03,Unzufriedenheit,Telefon,True,False
37,3544,7,2025-04-07,Nicht mehr benötigt,Telefon,True,False
38,3642,8,2024-09-16,Umzug,App,False,False
39,3699,7,2025-08-19,Umzug,Email,False,False
40,3817,7,2023-06-22,Nicht mehr benötigt,Email,True,False
41,4108,6,2024-11-15,Umzug,Telefon,True,False
42,4159,6,2023-08-30,Umzug,Email,False,False
43,4160,7,2025-06-20,Nicht mehr benötigt,Email,False,False
44,4213,8,2025-07-21,Sonstiges,Brief,True,False
45,4232,6,2025-06-11,Umzug,Telefon,True,False
46,4262,6,2024-11-18,Unzufriedenheit,Email,True,False
47,4292,7,2024-08-10,Nicht mehr benötigt,App,False,False
48,4304,7,2023-06-15,Unzufriedenheit,Email,True,False
49,4520,8,2023-07-31,Nicht mehr benötigt,App,False,False
50,4646,8,2025-12-16,Sonstiges,Email,True,False
51,4824,8,2025-04-14,Nicht mehr benötigt,Brief,False,False
52,4839,7,2025-04-01,Nicht mehr benötigt,Email,True,False
53,5215,7,2025-04-17,Unzufriedenheit,Telefon,True,True
54,5261,6,2023-05-26,Wettbewerber,Telefon,True,False
55,5314,8,2023-12-25,Umzug,Email,True,False
56,5395,8,2024-06-29,Nicht mehr benötigt,Email,True,False
57,5435,8,2023-01-15,Nicht mehr benötigt,Email,False,False
58,5822,6,2023-07-23,Nicht mehr benötigt,Telefon,True,False
59,5837,6,2023-06-20,Umzug,App,True,False
60,5990,8,2025-10-15,Umzug,Telefon,True,False
61,6184,6,2023-05-15,Umzug,Email,True,False
62,6186,8,2023-06-12,Unzufriedenheit,App,True,False
63,6654,7,2023-02-15,Sonstiges,Brief,False,False
64,6681,7,2024-08-29,Sonstiges,Email,True,False
65,6704,6,2025-08-31,Preiserhöhung,App,True,True
66,6774,8,2024-05-13,Umzug,Email,True,False
67,6969,6,2023-10-03,Wettbewerber,Email,False,False
68,7123,6,2024-04-02,Nicht mehr benötigt,Telefon,True,False
69,7149,8,2024-06-22,Unzufriedenheit,App,False,False
70,7204,6,2024-05-16,Umzug,Email,True,False
71,7339,7,2025-07-16,Sonstiges,Email,True,False
72,7354,6,2024-01-18,Nicht mehr benötigt,Email,True,False
73,7363,8,2025-11-21,Umzug,Email,True,False
74,7371,6,2024-10-03,Nicht mehr benötigt,Email,False,False
75,7448,6,2024-08-31,Preiserhöhung,Telefon,True,False
76,7507,7,2024-10-17,Umzug,Email,True,False
77,7545,7,2023-06-10,Sonstiges,Email,True,True
78,7583,7,2024-10-03,Umzug,App,True,False
79,7669,6,2025-10-01,Nicht mehr benötigt,Email,True,True
80,7725,7,2025-04-28,Umzug,App,False,False
81,7730,7,2023-09-30,Sonstiges,App,False,False
82,7883,6,2025-04-03,Umzug,App,False,False
83,7976,7,2023-03-25,Nicht mehr benötigt,Email,True,False
84,8140,6,2023-04-11,Umzug,Email,True,False
85,8371,7,2024-05-09,Umzug,Email,True,False
86,8450,8,2025-05-25,Unzufriedenheit,Email,False,False
87,8451,7,2023-04-10,Umzug,Email,False,False
88,8484,8,2024-08-17,Umzug,Email,True,False
89,8582,8,2023-04-18,Unzufriedenheit,Telefon,True,False
90,8736,8,2025-02-04,Nicht mehr benötigt,Telefon,False,False
91,8854,7,2025-11-09,Unzufriedenheit,Email,False,False
92,9119,8,2025-11-03,Wettbewerber,Telefon,True,False
93,9130,6,2023-07-28,Nicht mehr benötigt,Brief,False,False
94,9243,7,2023-03-04,Preiserhöhung,Telefon,True,False
95,9274,6,2025-11-20,Umzug,Email,True,False
96,9275,7,2024-11-24,Umzug,Telefon,False,False
97,9378,7,2023-02-23,Unzufriedenheit,Brief,False,False
98,9428,8,2023-09-25,Unzufriedenheit,App,True,True
99,9493,7,2023-06-26,Nicht mehr benötigt,App,True,True
100,9569,7,2023-11-03,Nicht mehr benötigt,App,True,True
101,9587,7,2025-05-28,Nicht mehr benötigt,App,False,False
102,9766,6,2024-01-16,Unzufriedenheit,Telefon,False,False
103,9839,6,2025-01-01,Sonstiges,Brief,False,False
104,9866,8,2023-11-20,Wettbewerber,App,False,False
105,9903,6,2025-09-29,Wettbewerber,Email,True,False
106,9958,7,2024-11-27,Nicht mehr benötigt,App,False,False
107,9962,7,2024-12-09,Umzug,App,False,False
108,10099,8,2023-02-26,Nicht mehr benötigt,Brief,True,True
109,10451,8,2024-07-24,Umzug,Telefon,True,False
110,10473,8,2024-10-11,Preiserhöhung,Email,False,False
111,10645,7,2024-08-20,Nicht mehr benötigt,App,True,False
112,10747,6,2024-09-19,Sonstiges,Email,False,False
113,10833,8,2025-01-05,Nicht mehr benötigt,Telefon,False,False
114,10910,7,2023-04-12,Sonstiges,Email,True,False
115,10994,8,2024-02-17,Umzug,Telefon,True,False
116,11071,7,2025-08-13,Wettbewerber,Brief,False,False
117,11096,7,2023-02-26,Unzufriedenheit,Email,True,True
118,11097,7,2024-12-18,Nicht mehr benötigt,Telefon,True,False
119,11116,8,2023-04-17,Preiserhöhung,Email,False,False
120,11176,7,2025-06-09,Umzug,Brief,True,False
121,11523,6,2024-12-31,Nicht mehr benötigt,Telefon,True,False
122,11840,7,2024-09-20,Nicht mehr benötigt,Email,True,False
123,11999,6,2024-07-07,Umzug,Email,False,False
124,12106,6,2023-03-22,Umzug,Email,True,False
125,12137,6,2024-06-30,Umzug,Email,True,False
126,12337,8,2023-06-02,Preiserhöhung,Email,True,False
127,12476,7,2024-12-18,Unzufriedenheit,Brief,True,False
128,12670,8,2023-12-13,Unzufriedenheit,App,False,False
129,12854,8,2023-11-02,Nicht mehr benötigt,App,True,True
130,12863,6,2023-01-21,Unzufriedenheit,App,False,False
131,13015,7,2024-03-10,Preiserhöhung,Email,True,False
132,13163,6,2025-11-17,Umzug,Email,False,False
133,13188,7,2024-03-18,Preiserhöhung,Telefon,False,False
134,13361,7,2025-09-13,Umzug,Brief,True,False
135,13406,7,2024-04-23,Unzufriedenheit,Email,True,False
136,13500,7,2025-09-24,Unzufriedenheit,App,False,False
137,13501,8,2023-07-31,Umzug,Telefon,True,True
138,13798,6,2023-02-23,Nicht mehr benötigt,Telefon,True,False
139,13895,7,2024-09-19,Sonstiges,Telefon,True,False
140,14103,6,2025-11-23,Nicht mehr benötigt,Brief,False,False
141,14269,6,2023-04-18,Nicht mehr benötigt,App,True,False
142,14273,6,2023-06-01,Preiserhöhung,Brief,False,False
143,14316,7,2024-12-11,Nicht mehr benötigt,Email,True,True
144,14354,6,2023-07-10,Unzufriedenheit,App,True,False
145,14420,7,2024-01-30,Umzug,Brief,True,False
146,14519,7,2025-04-17,Unzufriedenheit,Email,True,False
147,14660,7,2025-12-26,Umzug,Email,True,True
148,14718,8,2024-09-05,Unzufriedenheit,Brief,True,False
149,14727,8,2025-07-25,Nicht mehr benötigt,Email,True,True
150,14784,6,2023-09-05,Wettbewerber,App,True,False
151,14921,8,2025-04-11,Nicht mehr benötigt,Telefon,True,False
152,14953,8,2023-12-25,Unzufriedenheit,Brief,False,False
153,14959,6,2024-06-15,Unzufriedenheit,Email,True,False
154,14991,8,2025-05-18,Preiserhöhung,Email,True,False
155,15110,7,2024-01-05,Nicht mehr benötigt,Telefon,True,False
156,15111,6,2025-09-24,Unzufriedenheit,App,True,True
157,15119,6,2024-11-25,Nicht mehr benötigt,Email,False,False
158,15128,6,2023-10-18,Nicht mehr benötigt,Telefon,False,False
159,15201,7,2025-12-03,Umzug,Email,False,False
160,15307,6,2025-12-04,Sonstiges,App,True,False
161,15320,6,2024-08-09,Nicht mehr benötigt,Email,False,False
162,15643,8,2025-06-10,Umzug,Email,True,False
163,15647,6,2023-04-11,Umzug,App,True,True
164,15648,6,2023-11-05,Umzug,Email,False,False
165,15656,6,2024-02-27,Wettbewerber,Brief,False,False
166,15661,7,2024-01-16,Nicht mehr benötigt,App,True,False
167,15709,6,2023-07-12,Preiserhöhung,Email,True,False
168,15735,6,2025-09-25,Unzufriedenheit,Email,True,True
169,15887,6,2023-09-19,Nicht mehr benötigt,Email,True,False
170,15985,6,2024-07-16,Umzug,Telefon,True,False
171,16018,8,2025-03-21,Sonstiges,Email,False,False
172,16094,7,2023-08-26,Umzug,Telefon,False,False
173,16139,7,2024-02-09,Umzug,Telefon,True,False
174,16169,8,2023-12-07,Unzufriedenheit,Email,True,False
175,16289,8,2024-04-02,Umzug,Brief,False,False
176,16404,6,2024-02-09,Sonstiges,Telefon,True,True
177,16457,8,2024-10-29,Nicht mehr benötigt,Email,True,True
178,16590,7,2024-06-11,Nicht mehr benötigt,Telefon,True,True
179,16710,6,2023-10-25,Nicht mehr benötigt,Brief,True,False
180,16861,8,2024-09-06,Umzug,Telefon,True,False
181,16947,8,2023-10-21,Umzug,Telefon,True,True
182,16977,7,2024-03-09,Unzufriedenheit,Telefon,False,False
183,17191,6,2023-06-18,Unzufriedenheit,Email,True,False
184,17196,8,2023-04-11,Nicht mehr benötigt,Telefon,False,False
185,17256,8,2023-02-17,Unzufriedenheit,Telefon,False,False
186,17330,7,2024-10-21,Unzufriedenheit,Telefon,False,False
187,17338,6,2025-12-09,Umzug,Telefon,True,False
188,17416,6,2024-11-29,Preiserhöhung,App,True,False
189,17488,8,2025-01-25,Umzug,App,False,False
190,17640,7,2023-07-15,Umzug,Telefon,True,True
191,17742,7,2023-02-21,Umzug,App,True,True
192,17813,8,2025-06-09,Nicht mehr benötigt,Email,False,False
193,17935,7,2023-06-30,Sonstiges,App,True,False
194,18068,6,2023-11-18,Umzug,Telefon,False,False
195,18084,6,2023-04-11,Unzufriedenheit,Telefon,True,False
196,18213,7,2025-03-24,Nicht mehr benötigt,App,True,False
197,18298,6,2025-08-06,Umzug,Email,False,False
198,18302,6,2024-09-10,Nicht mehr benötigt,Email,False,False
199,18444,8,2023-12-10,Nicht mehr benötigt,Email,True,False
200,18584,8,2025-12-27,Umzug,App,False,False
201,18628,8,2023-11-04,Nicht mehr benötigt,Email,False,False
202,18652,8,2023-08-16,Sonstiges,App,True,True
203,18923,7,2024-04-21,Umzug,App,False,False
204,18980,8,2023-04-09,Unzufriedenheit,Telefon,True,False
205,19036,6,2024-11-23,Umzug,App,False,False
206,19095,6,2025-10-09,Umzug,Email,False,False
207,19113,8,2023-11-25,Preiserhöhung,Email,False,False
208,19152,8,2024-03-16,Wettbewerber,Email,True,False
209,19250,6,2025-05-08,Nicht mehr benötigt,Email,True,False
210,19260,8,2023-08-03,Nicht mehr benötigt,App,True,True
211,19436,6,2023-09-24,Nicht mehr benötigt,Email,False,False
212,19448,7,2023-01-24,Preiserhöhung,Email,True,False
213,19517,7,2024-09-26,Umzug,Email,True,False
214,19535,6,2023-09-21,Nicht mehr benötigt,Telefon,True,False
215,19590,8,2023-09-28,Umzug,Telefon,True,False
216,19601,7,2025-11-06,Umzug,App,True,False
217,19725,7,2023-09-14,Wettbewerber,Email,True,False
218,19730,8,2024-07-04,Nicht mehr benötigt,Brief,True,False
219,19983,7,2023-09-11,Umzug,Telefon,True,False
220,1,10,2023-02-07,Umzug,Telefon,True,True
221,75,10,2023-06-21,Umzug,Brief,True,True
222,121,10,2025-08-04,Umzug,App,True,True
223,273,9,2023-10-28,Nicht mehr benötigt,Email,True,False
224,408,10,2023-04-30,Umzug,Email,True,True
225,776,10,2024-06-09,Unzufriedenheit,Telefon,True,False
226,918,9,2025-03-17,Nicht mehr benötigt,Brief,True,False
227,992,10,2024-06-30,Wettbewerber,Telefon,False,False
228,1185,9,2025-06-12,Nicht mehr benötigt,App,True,True
229,1257,10,2023-09-03,Umzug,Email,True,True
230,1276,10,2025-07-16,Unzufriedenheit,Email,True,False
231,1384,10,2023-12-06,Sonstiges,Email,True,False
232,1454,9,2023-08-17,Nicht mehr benötigt,Brief,True,False
233,1857,10,2025-03-05,Preiserhöhung,Telefon,True,False
234,2055,9,2023-12-22,Nicht mehr benötigt,App,True,False
235,2198,9,2025-08-08,Umzug,Telefon,False,False
236,2296,10,2023-09-02,Nicht mehr benötigt,Telefon,True,False
237,2348,10,2025-10-28,Umzug,Email,False,False
238,2474,9,2023-03-08,Nicht mehr benötigt,Email,True,False
239,2504,9,2023-03-11,Unzufriedenheit,Email,True,True
240,2653,10,2024-06-08,Nicht mehr benötigt,Telefon,True,False
241,2730,9,2023-07-25,Umzug,App,True,True
242,3029,9,2025-09-22,Preiserhöhung,Email,False,False
243,3119,9,2023-03-18,Umzug,Email,False,False
244,3125,9,2023-04-07,Umzug,Telefon,False,False
245,3205,9,2024-07-05,Unzufriedenheit,Email,True,False
246,3399,10,2024-11-14,Nicht mehr benötigt,Telefon,True,False
247,3439,10,2024-07-11,Wettbewerber,App,True,True
248,3889,9,2025-11-15,Umzug,Email,True,False
249,4244,10,2025-10-26,Umzug,Brief,False,False
250,4318,10,2025-08-11,Preiserhöhung,Telefon,True,True
251,4488,10,2025-09-24,Unzufriedenheit,Email,True,False
252,4506,9,2023-04-22,Nicht mehr benötigt,Brief,True,False
253,4785,9,2023-06-15,Umzug,App,False,False
254,4858,10,2025-06-21,Nicht mehr benötigt,App,True,False
255,5094,10,2023-03-06,Wettbewerber,Telefon,True,False
256,5321,10,2025-08-06,Umzug,Email,True,False
257,5341,10,2024-07-28,Umzug,App,True,True
258,5377,9,2025-11-02,Unzufriedenheit,Email,True,False
259,5381,10,2025-01-13,Umzug,App,False,False
260,5520,9,2023-07-14,Umzug,Telefon,True,False
261,5528,10,2023-09-17,Unzufriedenheit,Email,True,False
262,5533,9,2023-10-05,Unzufriedenheit,Email,True,True
263,5762,9,2025-09-03,Umzug,Email,False,False
264,5779,10,2023-07-24,Unzufriedenheit,Email,False,False
265,5837,10,2024-07-08,Umzug,Telefon,False,False
266,5849,10,2025-02-21,Nicht mehr benötigt,App,False,False
267,5954,10,2025-11-14,Unzufriedenheit,Telefon,True,False
268,6329,10,2023-08-22,Umzug,Brief,True,False
269,6478,10,2024-10-04,Nicht mehr benötigt,Telefon,False,False
270,6492,10,2024-09-01,Umzug,Email,True,False
271,6595,10,2025-01-21,Unzufriedenheit,Telefon,False,False
272,6746,10,2024-09-02,Unzufriedenheit,Email,False,False
273,6756,9,2024-06-13,Sonstiges,Email,True,False
274,7278,9,2023-01-26,Wettbewerber,App,True,False
275,7334,10,2024-08-13,Sonstiges,Telefon,True,False
276,7464,9,2025-11-10,Wettbewerber,Email,True,False
277,7484,10,2024-08-17,Nicht mehr benötigt,Email,False,False
278,7551,9,2024-09-26,Umzug,App,True,False
279,7945,9,2024-03-07,Umzug,Telefon,False,False
280,7959,9,2025-05-16,Unzufriedenheit,Telefon,False,False
281,8036,9,2023-08-24,Unzufriedenheit,Brief,True,False
282,8210,10,2023-06-21,Umzug,Email,True,False
283,8312,10,2023-02-22,Umzug,Email,True,False
284,8421,9,2023-09-20,Sonstiges,Email,True,False
285,8525,9,2023-04-21,Unzufriedenheit,App,False,False
286,8631,9,2024-12-15,Preiserhöhung,Telefon,True,False
287,8636,10,2025-09-07,Nicht mehr benötigt,Email,False,False
288,8671,10,2024-07-17,Unzufriedenheit,Email,False,False
289,8732,10,2025-11-20,Umzug,Email,False,False
290,9123,10,2025-11-21,Nicht mehr benötigt,Telefon,False,False
291,9140,10,2025-02-25,Nicht mehr benötigt,App,False,False
292,9243,10,2023-07-26,Unzufriedenheit,Email,True,False
293,9312,9,2024-05-13,Umzug,Telefon,False,False
294,9342,9,2025-12-16,Umzug,Telefon,True,False
295,9550,9,2023-06-29,Umzug,App,True,False
296,9616,10,2025-02-25,Unzufriedenheit,Telefon,True,False
297,9696,9,2024-06-22,Umzug,App,True,False
298,9720,10,2024-07-09,Umzug,Email,True,False
299,9834,10,2025-06-29,Umzug,Email,True,False
300,10128,9,2025-04-19,Umzug,Email,False,False
301,10496,10,2023-11-11,Unzufriedenheit,Email,True,False
302,10518,10,2025-02-17,Unzufriedenheit,App,True,False
303,10631,10,2023-09-30,Unzufriedenheit,Email,False,False
304,10700,10,2023-09-03,Nicht mehr benötigt,Email,True,False
305,10806,10,2024-05-15,Unzufriedenheit,App,True,False
306,11051,9,2024-08-14,Umzug,Email,True,True
307,11159,9,2024-04-01,Umzug,Email,False,False
308,11225,9,2025-11-05,Nicht mehr benötigt,Telefon,True,False
309,11568,10,2024-07-01,Sonstiges,Telefon,True,True
310,11573,10,2024-10-31,Unzufriedenheit,Email,False,False
311,11678,9,2024-02-15,Umzug,Brief,False,False
312,11707,9,2025-07-15,Umzug,Email,True,False
313,11749,10,2024-01-17,Unzufriedenheit,Brief,True,False
314,11860,9,2024-02-12,Nicht mehr benötigt,App,False,False
315,12147,9,2023-06-20,Unzufriedenheit,Email,False,False
316,12337,9,2025-02-17,Sonstiges,Telefon,True,False
317,12375,9,2024-10-27,Nicht mehr benötigt,Email,True,False
318,12381,9,2025-07-11,Nicht mehr benötigt,Email,False,False
319,12482,10,2023-11-07,Umzug,Email,False,False
320,12537,10,2025-08-27,Unzufriedenheit,App,False,False
321,12758,9,2024-12-17,Nicht mehr benötigt,Telefon,False,False
322,13071,10,2024-12-20,Unzufriedenheit,App,True,False
323,13214,9,2025-08-31,Umzug,App,True,False
324,13237,10,2024-11-23,Nicht mehr benötigt,Telefon,True,False
325,13350,9,2025-05-11,Unzufriedenheit,App,True,False
326,13381,9,2025-07-03,Wettbewerber,Telefon,False,False
327,13407,10,2024-01-13,Umzug,App,False,False
328,13452,10,2025-04-21,Nicht mehr benötigt,Email,True,False
329,13454,9,2025-03-27,Sonstiges,Telefon,False,False
330,13461,10,2023-10-25,Unzufriedenheit,Email,False,False
331,13566,9,2025-07-21,Umzug,Telefon,True,False
332,13620,10,2023-05-04,Umzug,Telefon,False,False
333,13642,10,2025-06-02,Umzug,App,True,False
334,13668,9,2024-09-17,Nicht mehr benötigt,App,True,False
335,13881,9,2024-08-23,Unzufriedenheit,Telefon,False,False
336,13966,9,2025-10-30,Nicht mehr benötigt,Telefon,True,False
337,14230,9,2024-05-16,Umzug,App,True,False
338,14374,10,2024-09-26,Umzug,Email,True,False
339,14420,10,2024-04-09,Nicht mehr benötigt,App,True,True
340,14527,10,2024-04-22,Nicht mehr benötigt,App,True,False
341,14626,9,2025-05-18,Umzug,Email,False,False
342,14737,10,2023-06-13,Umzug,Email,False,False
343,14800,9,2025-08-02,Umzug,Email,False,False
344,14885,9,2025-10-25,Nicht mehr benötigt,App,True,False
345,14937,9,2025-12-27,Nicht mehr benötigt,Brief,True,False
346,14987,10,2023-06-01,Unzufriedenheit,Telefon,True,False
347,15123,10,2024-01-05,Wettbewerber,App,False,False
348,15149,10,2025-02-25,Unzufriedenheit,Telefon,False,False
349,15168,10,2024-06-29,Umzug,Brief,True,False
350,15178,10,2025-10-24,Umzug,Email,False,False
351,15279,9,2024-08-28,Umzug,Email,True,False
352,15430,9,2023-10-03,Umzug,Email,True,False
353,15531,10,2024-08-05,Umzug,Email,True,True
354,15759,10,2023-05-19,Nicht mehr benötigt,App,True,False
355,15810,9,2023-08-05,Sonstiges,App,True,False
356,15970,9,2025-11-14,Nicht mehr benötigt,Telefon,True,False
357,16085,9,2023-11-18,Umzug,Email,True,False
358,16259,9,2025-07-26,Nicht mehr benötigt,Email,False,False
359,16313,9,2023-06-07,Unzufriedenheit,Telefon,True,False
360,16728,9,2025-05-18,Umzug,Telefon,True,False
361,16845,9,2025-01-03,Umzug,Telefon,False,False
362,16985,9,2024-06-26,Nicht mehr benötigt,Email,False,False
363,17157,9,2025-02-15,Umzug,Telefon,False,False
364,17187,10,2023-09-04,Nicht mehr benötigt,Telefon,False,False
365,17497,9,2024-02-04,Umzug,Email,False,False
366,17644,9,2025-11-20,Sonstiges,Email,True,False
367,17667,9,2023-07-17,Umzug,Email,False,False
368,17715,9,2024-04-13,Wettbewerber,Telefon,True,True
369,17794,9,2024-02-11,Unzufriedenheit,Email,True,False
370,17822,10,2024-11-03,Unzufriedenheit,Email,True,False
371,17949,10,2024-07-13,Unzufriedenheit,Email,False,False
372,18011,9,2025-02-17,Umzug,Telefon,True,False
373,18064,9,2023-04-30,Preiserhöhung,Telefon,True,False
374,18253,10,2024-08-05,Unzufriedenheit,Telefon,True,False
375,18345,9,2024-07-07,Unzufriedenheit,Telefon,False,False
376,18588,10,2025-01-22,Umzug,Telefon,False,False
377,18687,9,2023-05-08,Umzug,App,True,False
378,18769,9,2025-10-21,Nicht mehr benötigt,Telefon,True,False
379,18820,9,2025-06-28,Wettbewerber,Email,True,False
380,18822,10,2024-11-17,Unzufriedenheit,App,False,False
381,18904,10,2024-08-04,Umzug,Email,False,False
382,18987,10,2023-12-21,Nicht mehr benötigt,Telefon,False,False
383,19303,10,2023-09-02,Nicht mehr benötigt,Email,True,True
384,19432,9,2025-05-02,Nicht mehr benötigt,Telefon,True,False
385,19584,9,2023-06-07,Nicht mehr benötigt,Telefon,False,False
386,19600,10,2025-05-14,Unzufriedenheit,Email,False,False
387,19725,10,2024-01-16,Umzug,App,True,False
388,19985,9,2024-06-29,Umzug,App,False,False
389,281,5,2024-02-18,Wettbewerber,Telefon,True,False
390,292,5,2025-07-24,Nicht mehr benötigt,Email,True,False
391,318,5,2024-01-24,Unzufriedenheit,Email,True,False
392,358,5,2023-04-18,Umzug,Telefon,True,False
393,436,4,2023-07-29,Preiserhöhung,Telefon,False,False
394,536,4,2024-07-27,Unzufriedenheit,Telefon,True,False
395,613,5,2024-06-11,Umzug,App,False,False
396,629,4,2023-03-27,Unzufriedenheit,Email,False,False
397,653,5,2025-04-20,Unzufriedenheit,Brief,True,False
398,749,4,2025-12-21,Unzufriedenheit,Telefon,False,False
399,800,5,2023-07-24,Umzug,Telefon,False,False
400,822,5,2025-11-12,Wettbewerber,Email,True,False
401,1004,5,2025-02-21,Umzug,Brief,True,False
402,1008,4,2025-11-14,Sonstiges,Telefon,True,False
403,1130,4,2024-07-03,Unzufriedenheit,App,False,False
404,1191,4,2023-08-07,Wettbewerber,App,True,False
405,1216,5,2023-12-05,Umzug,Email,True,False
406,1220,5,2024-10-07,Wettbewerber,Email,True,False
407,1269,5,2024-07-14,Umzug,Telefon,True,False
408,1365,5,2024-06-14,Sonstiges,App,False,False
409,1520,4,2023-09-22,Nicht mehr benötigt,Brief,True,True
410,1551,5,2024-12-03,Umzug,Brief,False,False
411,1556,4,2025-03-20,Sonstiges,Email,False,False
412,1571,4,2024-04-02,Unzufriedenheit,Telefon,True,False
413,1600,5,2024-06-25,Umzug,App,False,False
414,1602,4,2025-10-14,Umzug,Brief,False,False
415,1625,5,2024-03-26,Sonstiges,App,True,True
416,1682,5,2024-08-25,Umzug,Telefon,False,False
417,1751,4,2025-07-18,Nicht mehr benötigt,App,False,False
418,1763,5,2023-11-09,Preiserhöhung,App,True,False
419,1813,4,2023-05-29,Nicht mehr benötigt,App,True,False
420,1882,4,2023-08-13,Sonstiges,Email,True,False
421,1928,4,2023-10-08,Preiserhöhung,Email,True,False
422,1951,5,2025-04-22,Umzug,App,True,True
423,1964,5,2025-03-07,Wettbewerber,Telefon,True,False
424,2013,4,2023-02-10,Preiserhöhung,Telefon,False,False
425,2062,4,2023-01-30,Umzug,Email,True,True
426,2072,5,2024-08-02,Unzufriedenheit,App,True,False
427,2233,5,2023-09-03,Umzug,App,True,False
428,2442,4,2024-10-04,Preiserhöhung,Telefon,False,False
429,2603,5,2024-04-21,Umzug,Email,False,False
430,2657,5,2024-11-11,Umzug,App,False,False
431,2715,4,2025-01-22,Umzug,Telefon,True,False
432,2732,5,2024-03-01,Sonstiges,Email,True,False
433,2742,4,2024-08-20,Wettbewerber,App,True,True
434,2770,5,2023-07-29,Sonstiges,Email,False,False
435,2841,4,2023-03-31,Wettbewerber,App,True,False
436,2956,4,2023-05-06,Preiserhöhung,App,True,True
437,3011,4,2024-03-27,Umzug,Telefon,True,False
438,3062,5,2023-08-30,Preiserhöhung,Email,True,False
439,3148,4,2025-06-16,Preiserhöhung,Telefon,True,False
440,3164,5,2023-09-07,Wettbewerber,Telefon,False,False
441,3266,5,2024-11-06,Nicht mehr benötigt,Email,True,True
442,3305,4,2023-10-18,Wettbewerber,Brief,True,False
443,3328,4,2024-08-26,Unzufriedenheit,Email,True,False
444,3360,5,2025-04-02,Unzufriedenheit,Brief,True,False
445,3476,4,2025-03-04,Umzug,Telefon,False,False
446,3582,4,2024-08-31,Umzug,Email,False,False
447,3773,5,2025-02-18,Wettbewerber,Telefon,False,False
448,3807,5,2024-08-04,Wettbewerber,Telefon,True,True
449,3839,5,2024-11-18,Preiserhöhung,Telefon,True,True
450,3921,4,2023-11-19,Unzufriedenheit,Telefon,True,True
451,3947,4,2025-11-02,Umzug,Telefon,False,False
452,3991,4,2023-04-29,Umzug,Telefon,True,False
453,3993,5,2024-05-30,Preiserhöhung,Telefon,False,False
454,4026,5,2023-07-26,Umzug,Telefon,True,False
455,4140,4,2023-04-20,Preiserhöhung,Telefon,True,False
456,4450,5,2024-02-26,Preiserhöhung,Email,True,False
457,4465,4,2023-09-21,Nicht mehr benötigt,App,True,True
458,4473,5,2024-05-26,Preiserhöhung,Telefon,False,False
459,4493,5,2023-09-02,Preiserhöhung,App,True,False
460,4637,4,2023-07-29,Umzug,Email,True,False
461,4681,4,2023-10-21,Unzufriedenheit,Email,True,False
462,4748,4,2025-10-04,Wettbewerber,App,True,False
463,4767,4,2024-11-29,Preiserhöhung,Telefon,True,True
464,4954,5,2023-08-20,Unzufriedenheit,Telefon,True,True
465,4985,4,2023-07-19,Umzug,Telefon,False,False
466,5010,4,2025-04-20,Nicht mehr benötigt,Email,True,False
467,5040,4,2023-05-08,Nicht mehr benötigt,Telefon,True,False
468,5173,4,2025-09-16,Umzug,App,False,False
