customer_product_id,customer_key,product_key,category_key,category_name,acquisition_date,status
119,178,7,3,Solar & Storage,2024-02-21,Active
120,179,6,3,Solar & Storage,2023-09-05,Active
121,180,7,3,Solar & Storage,2023-04-08,Active
122,182,8,3,Solar & Storage,2025-09-19,Active
123,184,8,3,Solar & Storage,2022-02-07,Active
124,185,8,3,Solar & Storage,2023-01-19,Active
125,186,7,3,Solar & Storage,2023-06-03,Active
126,187,8,3,Solar & Storage,2022-07-08,Active
127,189,6,3,Solar & Storage,2022-02-08,Active
128,190,7,3,Solar & Storage,2023-12-07,Active
129,191,7,3,Solar & Storage,2023-09-07,Active
130,192,7,3,Solar & Storage,2025-01-01,Active
131,193,8,3,Solar & Storage,2023-11-10,Active
132,195,8,3,Solar & Storage,2023-12-07,Active
133,196,8,3,Solar & Storage,2022-06-15,Active
134,197,8,3,Solar & Storage,2025-10-12,Active
135,199,8,3,Solar & Storage,2023-07-02,Active
136,200,7,3,Solar & Storage,2022-07-22,Active
137,202,6,3,Solar & Storage,2022-01-25,Active
138,203,6,3,Solar & Storage,2024-12-23,Active
139,204,8,3,Solar & Storage,2024-08-26,Active
140,205,6,3,Solar & Storage,2022-10-09,Active
141,206,7,3,Solar & Storage,2022-07-03,Active
142,207,7,3,Solar & Storage,2025-12-19,Active
143,208,6,3,Solar & Storage,2023-08-08,Active
144,209,7,3,Solar & Storage,2025-01-26,Active
145,211,6,3,Solar & Storage,2024-09-10,Active
146,212,6,3,Solar & Storage,2022-04-16,Active
147,213,6,3,Solar & Storage,2025-04-01,Active
148,214,8,3,Solar & Storage,2024-02-28,Active
149,216,7,3,Solar & Storage,2023-04-29,Active
150,217,8,3,Solar & Storage,2023-07-20,Active
151,219,8,3,Solar & Storage,2022-07-20,Active
152,220,6,3,Solar & Storage,2022-10-22,Active
153,221,7,3,Solar & Storage,2023-03-07,Active
154,225,7,3,Solar & Storage,2022-11-26,Active
155,228,8,3,Solar & Storage,2024-08-06,Active
156,229,7,3,Solar & Storage,2022-04-10,Active
157,230,6,3,Solar & Storage,2024-05-09,Active
158,231,6,3,Solar & Storage,2022-01-28,Active
159,232,8,3,Solar & Storage,2023-06-09,Active
160,233,6,3,Solar & Storage,2025-03-13,Active
161,234,8,3,Solar & Storage,2025-04-01,Active
162,237,8,3,Solar & Storage,2022-11-16,Active
163,238,6,3,Solar & Storage,2024-03-15,Active
164,239,8,3,Solar & Storage,2025-05-09,Active
165,240,7,3,Solar & Storage,2025-09-17,Active
166,242,6,3,Solar & Storage,2022-07-21,Active
167,245,6,3,Solar & Storage,2025-04-07,Inactive
168,246,6,3,Solar & Storage,2022-03-12,Active
169,249,6,3,Solar & Storage,2025-05-25,Active
170,250,6,3,Solar & Storage,2022-03-25,Active
171,251,6,3,Solar & Storage,2025-04-23,Active
172,252,6,3,Solar & Storage,2025-02-25,Active
173,253,6,3,Solar & Storage,2024-12-26,Active
174,254,7,3,Solar & Storage,2025-10-16,Inactive
175,255,6,3,Solar & Storage,2024-12-05,Active
176,256,6,3,Solar & Storage,2024-07-27,Active
177,257,8,3,Solar & Storage,2025-01-20,Active
178,258,8,3,Solar & Storage,2022-01-19,Active
179,259,8,3,Solar & Storage,2024-03-22,Inactive
180,260,8,3,Solar & Storage,2022-03-06,Inactive
181,262,8,3,Solar & Storage,2023-04-06,Active
182,263,6,3,Solar & Storage,2022-08-17,Active
183,265,8,3,Solar & Storage,2023-01-17,Active
184,266,8,3,Solar & Storage,2024-04-25,Active
185,268,8,3,Solar & Storage,2025-10-31,Active
186,269,7,3,Solar & Storage,2024-01-06,Active
187,270,8,3,Solar & Storage,2023-05-07,Active
188,271,6,3,Solar & Storage,2024-02-08,Active
189,272,8,3,Solar & Storage,2024-01-17,Active
190,273,8,3,Solar & Storage,2022-08-27,Active
191,274,7,3,Solar & Storage,2025-10-14,Active
192,275,6,3,Solar & Storage,2025-04-21,Active
193,276,7,3,Solar & Storage,2022-03-23,Active
194,277,8,3,Solar & Storage,2022-06-11,Active
195,278,8,3,Solar & Storage,2023-08-25,Active
196,281,7,3,Solar & Storage,2024-12-29,Active
197,283,8,3,Solar & Storage,2023-08-11,Active
198,286,7,3,Solar & Storage,2024-08-27,Active
199,287,8,3,Solar & Storage,2022-03-05,Active
200,288,6,3,Solar & Storage,2025-04-09,Active
201,290,8,3,Solar & Storage,2024-06-08,Active
202,291,7,3,Solar & Storage,2025-10-04,Active
203,293,8,3,Solar & Storage,2022-09-23,Active
204,294,6,3,Solar & Storage,2025-07-06,Active
205,295,8,3,Solar & Storage,2022-05-17,Active
206,296,7,3,Solar & Storage,2024-06-16,Active
207,298,8,3,Solar & Storage,2024-06-03,Active
208,299,6,3,Solar & Storage,2025-08-24,Active
209,300,8,3,Solar & Storage,2025-07-21,Active
210,301,8,3,Solar & Storage,2025-06-09,Active
211,303,6,3,Solar & Storage,2024-05-10,Active
212,304,7,3,Solar & Storage,2025-05-29,Active
213,305,7,3,Solar & Storage,2025-04-21,Active
214,306,8,3,Solar & Storage,2023-12-06,Active
215,307,8,3,Solar & Storage,2022-06-11,Active
216,310,7,3,Solar & Storage,2025-01-22,Active
217,311,7,3,Solar & Storage,2025-08-13,Active
218,313,6,3,Solar & Storage,2023-06-19,Active
219,314,7,3,Solar & Storage,2023-01-12,Active
220,317,6,3,Solar & Storage,2024-12-31,Active
221,320,8,3,Solar & Storage,2024-10-17,Inactive
222,324,7,3,Solar & Storage,2025-11-11,Active
223,325,8,3,Solar & Storage,2025-03-18,Active
224,326,7,3,Solar & Storage,2024-12-16,Active
225,329,8,3,Solar & Storage,2022-04-11,Active
226,332,8,3,Solar & Storage,2022-12-19,Active
227,333,6,3,Solar & Storage,2022-11-18,Active
228,334,7,3,Solar & Storage,2025-10-16,Active
229,335,8,3,Solar & Storage,2023-07-22,Active
230,336,6,3,Solar & Storage,2024-07-22,Active
231,337,7,3,Solar & Storage,2025-02-03,Active
232,339,8,3,Solar & Storage,2023-02-20,Active
233,340,7,3,Solar & Storage,2022-10-15,Active
234,341,7,3,Solar & Storage,2023-11-12,Active
235,342,8,3,Solar & Storage,2023-02-16,Inactive
236,344,7,3,Solar & Storage,2022-03-18,Active
237,345,8,3,Solar & Storage,2023-03-06,Active
238,346,7,3,Solar & Storage,2022-07-26,Active
239,347,6,3,Solar & Storage,2025-10-08,Active
240,349,8,3,Solar & Storage,2023-11-11,Active
241,350,7,3,Solar & Storage,2024-12-26,Active
242,352,8,3,Solar & Storage,2023-01-27,Active
243,353,7,3,Solar & Storage,2023-05-14,Active
244,354,8,3,Solar & Storage,2023-08-01,Active
245,355,8,3,Solar & Storage,2024-12-04,Active
246,356,8,3,Solar & Storage,2025-06-19,Active
247,357,7,3,Solar & Storage,2022-06-09,Active
248,359,8,3,Solar & Storage,2023-04-26,Active
249,361,8,3,Solar & Storage,2023-05-27,Active
250,362,8,3,Solar & Storage,2024-03-31,Active
251,363,6,3,Solar & Storage,2022-04-23,Active
252,364,7,3,Solar & Storage,2023-08-21,Active
253,365,7,3,Solar & Storage,2022-01-05,Active
254,366,6,3,Solar & Storage,2025-12-01,Active
255,367,7,3,Solar & Storage,2023-03-25,Active
256,368,6,3,Solar & Storage,2022-03-26,Active
257,369,6,3,Solar & Storage,2023-10-03,Active
258,370,8,3,Solar & Storage,2023-12-22,Active
259,371,8,3,Solar & Storage,2023-09-17,Active
260,372,6,3,Solar & Storage,2022-02-10,Active
261,373,8,3,Solar & Storage,2025-02-02,Active
262,374,6,3,Solar & Storage,2025-11-19,Active
263,377,8,3,Solar & Storage,2023-11-19,Active
264,378,8,3,Solar & Storage,2024-03-06,Active
265,379,8,3,Solar & Storage,2024-09-14,Active
266,380,8,3,Solar & Storage,2024-06-28,Active
267,382,6,3,Solar & Storage,2025-05-30,Active
268,385,6,3,Solar & Storage,2025-06-18,Active
269,387,8,3,Solar & Storage,2023-02-20,Active
270,390,8,3,Solar & Storage,2024-07-06,Active
271,393,6,3,Solar & Storage,2022-11-29,Active
272,394,6,3,Solar & Storage,2023-10-23,Active
273,395,7,3,Solar & Storage,2025-09-06,Active
274,396,7,3,Solar & Storage,2024-11-16,Active
275,398,8,3,Solar & Storage,2022-08-07,Active
276,400,6,3,Solar & Storage,2024-05-23,Active
277,402,6,3,Solar & Storage,2024-12-02,Active
278,404,7,3,Solar & Storage,2024-10-18,Active
279,405,6,3,Solar & Storage,2025-10-11,Active
280,407,8,3,Solar & Storage,2025-08-10,Active
281,409,6,3,Solar & Storage,2022-10-23,Active
282,411,7,3,Solar & Storage,2022-06-13,Active
283,412,6,3,Solar & Storage,2024-05-07,Active
284,413,7,3,Solar & Storage,2024-06-15,Active
285,414,6,3,Solar & Storage,2024-07-01,Active
286,419,6,3,Solar & Storage,2025-06-21,Inactive
287,420,6,3,Solar & Storage,2023-03-21,Active
288,421,6,3,Solar & Storage,2025-05-11,Active
289,423,7,3,Solar & Storage,2025-03-06,Active
290,424,8,3,Solar & Storage,2025-03-21,Active
291,425,6,3,Solar & Storage,2022-06-04,Active
292,426,8,3,Solar & Storage,2023-03-03,Active
293,429,6,3,Solar & Storage,2023-06-27,Active
294,431,8,3,Solar & Storage,2023-07-26,Active
295,432,8,3,Solar & Storage,2024-03-22,Active
296,433,7,3,Solar & Storage,2025-08-22,Active
297,435,7,3,Solar & Storage,2024-03-08,Active
298,437,8,3,Solar & Storage,2023-01-24,Active
299,438,8,3,Solar & Storage,2025-03-18,Active
300,439,6,3,Solar & Storage,2023-09-11,Active
301,441,8,3,Solar & Storage,2023-03-08,Active
302,443,7,3,Solar & Storage,2023-03-19,Active
303,444,7,3,Solar & Storage,2022-11-27,Active
304,445,7,3,Solar & Storage,2024-03-24,Active
305,447,6,3,Solar & Storage,2024-09-02,Active
306,448,8,3,Solar & Storage,2025-07-12,Active
307,449,7,3,Solar & Storage,2023-02-04,Active
308,451,7,3,Solar & Storage,2025-04-19,Active
309,453,8,3,Solar & Storage,2023-06-30,Active
310,454,7,3,Solar & Storage,2025-07-24,Active
311,455,8,3,Solar & Storage,2023-06-01,Active
312,456,8,3,Solar & Storage,2023-05-23,Active
313,457,7,3,Solar & Storage,2024-12-11,Active
314,459,7,3,Solar & Storage,2025-06-11,Active
315,460,7,3,Solar & Storage,2025-03-11,Active
316,462,6,3,Solar & Storage,2023-10-26,Active
317,464,7,3,Solar & Storage,2024-03-18,Active
318,465,6,3,Solar & Storage,2022-04-06,Active
319,466,7,3,Solar & Storage,2024-07-13,Active
320,468,8,3,Solar & Storage,2024-11-12,Active
321,469,6,3,Solar & Storage,2024-04-24,Active
322,471,7,3,Solar & Storage,2024-05-19,Active
323,473,6,3,Solar & Storage,2023-11-16,Active
324,476,6,3,Solar & Storage,2022-07-11,Active
325,477,6,3,Solar & Storage,2022-04-28,Active
326,480,6,3,Solar & Storage,2025-09-19,Active
327,481,7,3,Solar & Storage,2022-05-03,Active
328,482,7,3,Solar & Storage,2024-08-05,Active
329,484,7,3,Solar & Storage,2022-07-02,Active
330,486,7,3,Solar & Storage,2025-02-27,Active
331,487,8,3,Solar & Storage,2022-11-27,Active
332,489,7,3,Solar & Storage,2022-08-24,Active
333,490,6,3,Solar & Storage,2023-12-04,Active
334,491,6,3,Solar & Storage,2025-11-08,Active
335,494,7,3,Solar & Storage,2022-11-11,Active
336,495,6,3,Solar & Storage,2025-07-30,Active
337,496,8,3,Solar & Storage,2023-07-30,Active
338,498,6,3,Solar & Storage,2024-07-11,Active
339,500,6,3,Solar & Storage,2024-06-23,Active
340,501,7,3,Solar & Storage,2025-02-10,Active
341,505,6,3,Solar & Storage,2023-12-31,Active
342,506,6,3,Solar & Storage,2025-11-20,Active
343,507,8,3,Solar & Storage,2025-04-15,Active
344,508,8,3,Solar & Storage,2023-10-21,Active
345,509,7,3,Solar & Storage,2024-02-04,Active
346,510,7,3,Solar & Storage,2024-09-19,Active
347,511,6,3,Solar & Storage,2023-07-14,Active
348,514,6,3,Solar & Storage,2024-05-01,Active
349,516,8,3,Solar & Storage,2023-08-20,Active
350,517,7,3,Solar & Storage,2025-12-09,Active
351,518,7,3,Solar & Storage,2023-12-31,Active
352,519,6,3,Solar & Storage,2024-02-18,Active
353,520,6,3,Solar & Storage,2025-05-13,Active
354,521,6,3,Solar & Storage,2024-09-11,Active
355,522,6,3,Solar & Storage,2023-12-06,Active
356,525,8,3,Solar & Storage,2025-11-18,Active
357,526,7,3,Solar & Storage,2023-01-24,Active
358,527,8,3,Solar & Storage,2024-04-28,Active
359,530,7,3,Solar & Storage,2022-06-07,Active
360,531,6,3,Solar & Storage,2024-07-14,Active
361,532,7,3,Solar & Storage,2025-08-14,Active
362,533,7,3,Solar & Storage,2024-06-20,Active
363,534,7,3,Solar & Storage,2025-02-01,Active
364,537,8,3,Solar & Storage,2025-05-08,Active
365,538,6,3,Solar & Storage,2022-06-15,Active
366,539,8,3,Solar & Storage,2025-03-18,Active
367,540,6,3,Solar & Storage,2023-04-07,Active
368,541,7,3,Solar & Storage,2025-10-19,Active
369,542,7,3,Solar & Storage,2025-04-14,Active
370,544,8,3,Solar & Storage,2023-02-18,Active
371,548,7,3,Solar & Storage,2023-02-12,Active
372,549,8,3,Solar & Storage,2023-08-26,Active
373,550,6,3,Solar & Storage,2022-08-11,Active
374,552,8,3,Solar & Storage,2022-02-20,Active
375,553,8,3,Solar & Storage,2022-05-28,Active
376,554,6,3,Solar & Storage,2023-07-13,Active
377,555,6,3,Solar & Storage,2025-02-24,Active
378,557,7,3,Solar & Storage,2022-09-24,Active
379,558,7,3,Solar & Storage,2024-06-16,Active
380,559,8,3,Solar & Storage,2024-06-25,Active
381,562,8,3,Solar & Storage,2023-09-05,Active
382,565,6,3,Solar & Storage,2023-12-03,Active
383,566,8,3,Solar & Storage,2025-01-31,Active
384,567,7,3,Solar & Storage,2023-10-27,Active
385,569,8,3,Solar & Storage,2025-12-16,Active
386,571,7,3,Solar & Storage,2024-10-14,Active
387,572,6,3,Solar & Storage,2025-04-30,Active
388,575,7,3,Solar & Storage,2022-12-15,Active
389,576,8,3,Solar & Storage,2022-09-13,Active
390,577,7,3,Solar & Storage,2025-03-29,Active
391,578,7,3,Solar & Storage,2023-07-08,Active
392,579,8,3,Solar & Storage,2022-10-31,Active
393,580,7,3,Solar & Storage,2023-12-20,Active
394,581,7,3,Solar & Storage,2022-04-06,Active
395,582,7,3,Solar & Storage,2023-08-27,Active
396,583,7,3,Solar & Storage,2024-01-25,Active
397,585,6,3,Solar & Storage,2023-03-21,Active
398,586,8,3,Solar & Storage,2023-09-06,Active
399,587,6,3,Solar & Storage,2024-01-01,Active
400,588,6,3,Solar & Storage,2022-04-15,Active
401,590,6,3,Solar & Storage,2022-07-04,Active
402,591,7,3,Solar & Storage,2022-03-09,Active
403,592,7,3,Solar & Storage,2023-09-21,Active
404,595,7,3,Solar & Storage,2024-03-23,Active
405,596,8,3,Solar & Storage,2024-06-17,Active
406,597,8,3,Solar & Storage,2022-08-19,Active
407,598,8,3,Solar & Storage,2023-11-01,Active
408,599,6,3,Solar & Storage,2025-12-18,Active
409,601,8,3,Solar & Storage,2025-11-10,Active
410,602,8,3,Solar & Storage,2024-05-03,Active
411,603,6,3,Solar & Storage,2024-07-21,Active
412,604,6,3,Solar & Storage,2024-11-23,Active
413,606,7,3,Solar & Storage,2023-11-16,Active
414,607,7,3,Solar & Storage,2025-11-12,Active
415,610,6,3,Solar & Storage,2022-04-17,Active
416,611,8,3,Solar & Storage,2024-06-22,Active
417,612,6,3,Solar & Storage,2025-10-14,Active
418,614,7,3,Solar & Storage,2022-11-05,Active
419,617,6,3,Solar & Storage,2024-09-13,Active
420,618,6,3,Solar & Storage,2024-05-07,Active
421,620,7,3,Solar & Storage,2025-01-27,Active
422,621,6,3,Solar & Storage,2024-09-28,Active
423,622,6,3,Solar & Storage,2023-03-04,Active
424,624,6,3,Solar & Storage,2025-07-06,Active
425,626,8,3,Solar & Storage,2023-07-12,Active
426,629,8,3,Solar & Storage,2023-07-19,Active
427,630,6,3,Solar & Storage,2023-12-13,Active
428,631,6,3,Solar & Storage,2022-06-06,Active
429,632,7,3,Solar & Storage,2022-03-03,Active
430,633,6,3,Solar & Storage,2023-09-23,Active
431,636,6,3,Solar & Storage,2024-10-11,Active
432,637,7,3,Solar & Storage,2023-07-29,Active
433,638,8,3,Solar & Storage,2025-08-26,Active
434,642,7,3,Solar & Storage,2024-03-12,Active
435,643,8,3,Solar & Storage,2025-08-13,Active
436,646,8,3,Solar & Storage,2022-03-15,Active
437,648,6,3,Solar & Storage,2023-01-16,Active
438,650,6,3,Solar & Storage,2023-07-01,Active
439,651,7,3,Solar & Storage,2024-10-11,Active
440,655,6,3,Solar & Storage,2024-01-14,Active
441,656,7,3,Solar & Storage,2023-08-08,Active
442,657,6,3,Solar & Storage,2025-06-13,Active
443,658,8,3,Solar & Storage,2023-05-05,Active
444,659,6,3,Solar & Storage,2022-09-24,Active
445,661,8,3,Solar & Storage,2022-08-10,Active
446,662,6,3,Solar & Storage,2022-07-03,Active
447,664,7,3,Solar & Storage,2024-12-15,Active
448,665,6,3,Solar & Storage,2022-03-18,Active
449,666,6,3,Solar & Storage,2025-01-28,Active
450,667,7,3,Solar & Storage,2025-09-15,Active
451,668,6,3,Solar & Storage,2023-05-21,Active
452,670,8,3,Solar & Storage,2024-09-18,Active
453,671,8,3,Solar & Storage,2025-08-10,Inactive
454,672,7,3,Solar & Storage,2024-08-02,Active
455,673,8,3,Solar & Storage,2023-03-23,Active
456,674,7,3,Solar & Storage,2022-06-18,Active
457,675,6,3,Solar & Storage,2023-02-02,Active
458,676,7,3,Solar & Storage,2024-07-21,Active
459,678,8,3,Solar & Storage,2022-05-02,Active
460,679,8,3,Solar & Storage,2024-08-19,Active
461,681,6,3,Solar & Storage,2022-01-04,Active
462,682,6,3,Solar & Storage,2025-09-04,Active
463,683,8,3,Solar & Storage,2025-10-12,Active
464,684,6,3,Solar & Storage,2022-01-02,Active
465,685,6,3,Solar & Storage,2023-07-07,Active
466,686,6,3,Solar & Storage,2024-12-06,Active
467,687,8,3,Solar & Storage,2024-03-13,Active
468,689,6,3,Solar & Storage,2025-05-23,Active
469,690,7,3,Solar & Storage,2022-09-10,Active
470,691,6,3,Solar & Storage,2025-09-11,Active
471,692,7,3,Solar & Storage,2022-02-10,Active
472,693,6,3,Solar & Storage,2025-05-03,Active
473,696,8,3,Solar & Storage,2023-09-19,Active
474,697,7,3,Solar & Storage,2024-02-06,Active
475,698,7,3,Solar & Storage,2023-11-22,Active
476,699,7,3,Solar & Storage,2025-03-01,Active
477,701,6,3,Solar & Storage,2025-11-01,Active
478,703,7,3,Solar & Storage,2025-03-19,Active
479,705,7,3,Solar & Storage,2025-07-25,Active
480,706,6,3,Solar & Storage,2024-03-25,Active
481,707,6,3,Solar & Storage,2025-03-13,Active
482,708,8,3,Solar & Storage,2024-06-10,Active
483,709,8,3,Solar & Storage,2022-07-26,Active
484,712,6,3,Solar & Storage,2022-04-28,Active
485,713,7,3,Solar & Storage,2023-09-26,Active
486,714,7,3,Solar & Storage,2022-06-08,Active
487,715,8,3,Solar & Storage,2022-12-10,Active
488,719,6,3,Solar & Storage,2023-01-23,Active
489,720,7,3,Solar & Storage,2024-10-13,Active
490,721,7,3,Solar & Storage,2024-01-11,Active
491,723,8,3,Solar & Storage,2025-12-01,Active
492,724,6,3,Solar & Storage,2023-08-03,Active
493,725,7,3,Solar & Storage,2023-06-17,Active
494,727,8,3,Solar & Storage,2024-06-08,Active
495,728,7,3,Solar & Storage,2022-01-04,Active
496,730,6,3,Solar & Storage,2024-12-20,Active
497,731,6,3,Solar & Storage,2024-07-12,Active
498,733,6,3,Solar & Storage,2022-05-21,Active
499,738,8,3,Solar & Storage,2024-09-05,Active
500,739,6,3,Solar & Storage,2023-06-07,Active
501,740,7,3,Solar & Storage,2025-04-06,Active
502,742,6,3,Solar & Storage,2022-05-29,Active
503,743,7,3,Solar & Storage,2022-11-24,Active
504,744,7,3,Solar & Storage,2025-03-11,Active
505,745,8,3,Solar & Storage,2024-10-22,Active
506,748,6,3,Solar & Storage,2022-09-01,Active
507,749,8,3,Solar & Storage,2025-11-02,Active
508,751,6,3,Solar & Storage,2025-11-01,Active
509,752,6,3,Solar & Storage,2025-06-09,Active
510,753,6,3,Solar & Storage,2022-02-26,Active
511,755,7,3,Solar & Storage,2023-07-04,Active
512,756,7,3,Solar & Storage,2022-04-02,Active
513,757,6,3,Solar & Storage,2022-02-10,Active
514,758,6,3,Solar & Storage,2022-05-27,Active
515,759,7,3,Solar & Storage,2025-06-06,Active
516,761,8,3,Solar & Storage,2024-11-01,Active
517,762,7,3,Solar & Storage,2023-06-15,Active
518,765,6,3,Solar & Storage,2025-06-29,Active
519,766,7,3,Solar & Storage,2025-09-14,Active
520,767,7,3,Solar & Storage,2025-04-27,Active
521,768,6,3,Solar & Storage,2024-05-29,Active
522,769,8,3,Solar & Storage,2023-01-15,Active
523,770,7,3,Solar & Storage,2024-03-14,Active
524,772,8,3,Solar & Storage,2025-07-27,Active
525,773,6,3,Solar & Storage,2024-02-13,Active
526,774,8,3,Solar & Storage,2022-04-15,Active
527,775,7,3,Solar & Storage,2023-01-24,Active
528,776,8,3,Solar & Storage,2022-01-10,Active
529,777,8,3,Solar & Storage,2024-09-08,Active
530,779,8,3,Solar & Storage,2025-01-04,Active
531,782,8,3,Solar & Storage,2022-08-01,Active
532,784,8,3,Solar & Storage,2024-10-13,Active
533,785,8,3,Solar & Storage,2023-03-17,Active
534,787,8,3,Solar & Storage,2025-12-17,Active
535,790,6,3,Solar & Storage,2023-11-15,Active
